number,country,points,price,province,region_1,region_2,title,variety,winery
1642,Portugal,95,87.0,Douro,,,Quinta do Noval 2014 Red (Douro),Portuguese Red,Quinta do Noval
1643,France,95,70.0,Alsace,Alsace,,Domaine Bernhard & Reibel 2010 Vendanges Tardives Riesling (Alsace),Riesling,Domaine Bernhard & Reibel
1644,US,95,75.0,California,Diamond Mountain District,Napa,Girard 2005 Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,Girard
1645,US,95,105.0,California,Napa Valley,Napa,Beaulieu Vineyard 2005 Georges de Latour Private Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Beaulieu Vineyard
1646,Germany,95,130.0,Mosel-Saar-Ruwer,,,Joh. Jos. Prüm 2006 Bernkasteler Badstube Beerenauslese Goldkap Riesling (Mosel-Saar-Ruwer),Riesling,Joh. Jos. Prüm
1647,US,95,75.0,California,Howell Mountain,Napa,Duckhorn 2004 Red Wine Red (Howell Mountain),Bordeaux-style Red Blend,Duckhorn
1648,Spain,95,65.0,Northern Spain,Rioja,,Viñedos de Paganos 2005 El Puntido  (Rioja),Tempranillo Blend,Viñedos de Paganos
1649,France,95,330.0,Burgundy,Charmes-Chambertin,,Chanson Père et Fils 2013  Charmes-Chambertin,Pinot Noir,Chanson Père et Fils
1650,France,95,602.0,Burgundy,Chambertin,,Domaine Jacques Prieur 2014  Chambertin,Pinot Noir,Domaine Jacques Prieur
1651,Italy,95,75.0,Southern Italy,Taurasi,,Mastroberardino 2006 Radici Riserva  (Taurasi),Aglianico,Mastroberardino
1652,Portugal,95,72.0,Dão,,,Alvaro Castro 2007 Pape Red (Dão),Portuguese Red,Alvaro Castro
1653,US,95,81.0,Oregon,Dundee Hills,Willamette Valley,Bergström 2009 Bergström Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Bergström
1654,France,95,65.0,Champagne,Champagne,,Duménil 2012 Premier Cru Special Club  (Champagne),Champagne Blend,Duménil
1655,France,95,36.0,Alsace,Alsace,,Domaines Schlumberger 2014 Kitterlé Grand Cru Riesling (Alsace),Riesling,Domaines Schlumberger
1656,France,95,32.0,Alsace,Alsace,,Domaines Schlumberger 2014 Kessler Grand Cru Riesling (Alsace),Riesling,Domaines Schlumberger
1657,France,95,93.0,Burgundy,Beaune,,Louis Jadot 2013 Clos des Ursules Premier Cru  (Beaune),Pinot Noir,Louis Jadot
1658,US,95,48.0,California,Sta. Rita Hills,Central Coast,Foxen 2013 John Sebastiano Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Foxen
1659,Italy,95,50.0,Northeastern Italy,Vigneti delle Dolomiti,,Foradori 2012 Morei Teroldego (Vigneti delle Dolomiti),Teroldego,Foradori
1660,France,95,208.0,Burgundy,Gevrey-Chambertin,,Louis Jadot 2013 Clos Saint-Jacques Premier Cru  (Gevrey-Chambertin),Pinot Noir,Louis Jadot
1661,US,95,85.0,California,Paso Robles,Central Coast,Clos Solène 2013 Harmonie Red (Paso Robles),Rhône-style Red Blend,Clos Solène
1662,France,95,,Bordeaux,Pessac-Léognan,,Château Laville Haut-Brion 2008  Pessac-Léognan,Bordeaux-style White Blend,Château Laville Haut-Brion
1663,France,95,,Bordeaux,Margaux,,Château Palmer 2008  Margaux,Bordeaux-style Red Blend,Château Palmer
1664,US,95,65.0,Washington,Columbia Valley (WA),Columbia Valley,Januik 2008 Reserve Red Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Januik
1665,US,95,125.0,California,Napa Valley,Napa,D.R. Stephens 2008 Moose Valley Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,D.R. Stephens
1666,France,95,60.0,Alsace,Alsace,,Gustave Lorentz 2011 Altenberg de Bergheim Grand Cru Gewurztraminer (Alsace),Gewürztraminer,Gustave Lorentz
1667,US,95,90.0,Oregon,Chehalem Mountains,Willamette Valley,Adelsheim 2009 Nicholas Vineyard Pinot Noir (Chehalem Mountains),Pinot Noir,Adelsheim
1668,France,95,70.0,Champagne,Champagne,,Louis Roederer 2005 Millésime Brut  (Champagne),Champagne Blend,Louis Roederer
1669,US,95,125.0,California,Oakville,Napa,Maybach 2008 Weitz Vineyard Materium Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Maybach
1670,US,95,90.0,California,Napa Valley,Napa,Merryvale 2008 Cabernet Franc (Napa Valley),Cabernet Franc,Merryvale
1671,US,95,75.0,California,Napa Valley,Napa,Moone-Tsai 2008 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Moone-Tsai
1672,US,95,60.0,Washington,Walla Walla Valley (WA),Columbia Valley,L'Ecole No. 41 2008 Seven Hills Vineyard Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,L'Ecole No. 41
1673,US,95,70.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cayuse 2008 Camaspelo Cabernet Sauvignon-Merlot (Walla Walla Valley (WA)),Cabernet Sauvignon-Merlot,Cayuse
1674,France,95,,Bordeaux,Barsac,,Château Doisy-Védrines 2014  Barsac,Bordeaux-style White Blend,Château Doisy-Védrines
1675,US,95,48.0,California,Fort Ross-Seaview,Sonoma,Benovia 2015 Three Sisters Chardonnay (Fort Ross-Seaview),Chardonnay,Benovia
1676,US,95,85.0,California,Sonoma Coast,Sonoma,MacPhail 2015 Mardikian Estate Pinot Noir (Sonoma Coast),Pinot Noir,MacPhail
1677,US,95,56.0,California,Paso Robles,Central Coast,Vina Robles 2013 Suendero Red (Paso Robles),Bordeaux-style Red Blend,Vina Robles
1678,Portugal,95,300.0,Port,,,Taylor Fladgate 1968 Single Harvest  (Port),Port,Taylor Fladgate
1679,France,95,50.0,Southwest France,Madiran,,Alain Brumont 2006 Château Bouscassé Vieilles Vignes Tannat (Madiran),Tannat,Alain Brumont
1680,US,95,75.0,California,Rutherford,Napa,Inglenook 2015 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Inglenook
1681,US,95,85.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cayuse 2010 Flying Pig Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Cayuse
1682,US,95,82.0,California,Anderson Valley,,Goldeneye 2012 The Narrows Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Goldeneye
1683,France,95,,Bordeaux,Sauternes,,Château Guiraud 2014  Sauternes,Bordeaux-style White Blend,Château Guiraud
1684,US,95,125.0,California,Napa Valley,Napa,Janzen 2014 Cloudy's Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Janzen
1685,US,95,44.0,California,Santa Maria Valley,Central Coast,Piro 2015 Presqu'ile Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Piro
1686,US,95,44.0,California,Sta. Rita Hills,Central Coast,Walt 2015 Rita's Crown Pinot Noir (Sta. Rita Hills),Pinot Noir,Walt
1687,Italy,95,80.0,Tuscany,Brunello di Montalcino,,Le Gode 2012  Brunello di Montalcino,Sangiovese,Le Gode
1688,US,95,65.0,California,Russian River Valley,Sonoma,Metzker Family Estates 2015 Laurent Ritchie Vineyard Chardonnay (Russian River Valley),Chardonnay,Metzker Family Estates
1689,France,95,80.0,Alsace,Alsace,,Domaine Zind-Humbrecht 2013 Clos Windsbuhl Gewurztraminer (Alsace),Gewürztraminer,Domaine Zind-Humbrecht
1690,France,95,307.0,Burgundy,Clos de Vougeot,,Domaine Méo-Camuzet 2013  Clos de Vougeot,Pinot Noir,Domaine Méo-Camuzet
1691,US,95,60.0,California,Santa Maria Valley,Central Coast,Scar of the Sea 2013 Block Q Old Vine Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Scar of the Sea
1692,France,95,168.0,Burgundy,Gevrey-Chambertin,,Joseph Drouhin 2012 Lavaux Saint-Jacques Premier Cru  (Gevrey-Chambertin),Pinot Noir,Joseph Drouhin
1693,US,95,80.0,California,Fort Ross-Seaview,Sonoma,Wayfarer 2013 Wayfarer Vineyard Chardonnay (Fort Ross-Seaview),Chardonnay,Wayfarer
1694,France,95,200.0,Burgundy,Charmes-Chambertin,,Alex Gambal 2013  Charmes-Chambertin,Pinot Noir,Alex Gambal
1695,Italy,95,135.0,Piedmont,Barolo,,Mirafiore 2007 Riserva  (Barolo),Nebbiolo,Mirafiore
1696,France,95,40.0,Loire Valley,Vouvray,,Domaine Vincent Carême 2015 Le Clos  (Vouvray),Chenin Blanc,Domaine Vincent Carême
1697,US,95,50.0,California,El Dorado,Sierra Foothills,Miraflores NV Muscat Canelli (El Dorado),Muscat Canelli,Miraflores
1698,France,95,,Bordeaux,Sauternes,,Château de Malle 2014  Sauternes,Bordeaux-style White Blend,Château de Malle
1699,Chile,95,70.0,Central Valley,,,Valdivieso NV Caballo Loco Number Sixteen Red (Central Valley),Red Blend,Valdivieso
1700,US,95,48.0,California,Santa Maria Valley,Central Coast,Zaca Mesa 2015 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Zaca Mesa
1701,France,95,135.0,Burgundy,Gevrey-Chambertin,,Louis Jadot 2013 Lavaux Saint-Jacques Premier Cru  (Gevrey-Chambertin),Pinot Noir,Louis Jadot
1702,France,95,165.0,Burgundy,Corton-Charlemagne,,Louis Latour 2015  Corton-Charlemagne,Chardonnay,Louis Latour
1703,Italy,95,59.0,Piedmont,Barbaresco,,Rizzi 2014 Nervo  (Barbaresco),Nebbiolo,Rizzi
1704,France,95,195.0,Burgundy,Vosne-Romanée,,Albert Bichot 2015 Domaine du Clos Frantin Les Malconsorts Premier Cru  (Vosne-Romanée),Pinot Noir,Albert Bichot
1705,France,95,45.0,Burgundy,Beaune,,Albert Morot 2015 Les Cent Vignes Premier Cru  (Beaune),Pinot Noir,Albert Morot
1706,US,95,52.0,California,Sta. Rita Hills,Central Coast,Foxen 2015 John Sebastiano Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Foxen
1707,France,95,,Burgundy,Grands-Echezeaux,,Henri de Villamont 2015  Grands-Echezeaux,Pinot Noir,Henri de Villamont
1708,US,95,60.0,California,Arroyo Grande Valley,Central Coast,Laetitia 2015 Single Vineyard La Coupelle Pinot Noir (Arroyo Grande Valley),Pinot Noir,Laetitia
1709,Portugal,95,110.0,Port,,,Quinta do Noval 2015 Vintage  (Port),Port,Quinta do Noval
1710,Italy,95,40.0,Tuscany,Bolgheri Superiore,,Aia Vecchia 2008 Sorugo  (Bolgheri Superiore),Red Blend,Aia Vecchia
1711,US,95,55.0,California,Napa Valley,Napa,Stag's Leap Wine Cellars 2008 Artemis Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Stag's Leap Wine Cellars
1712,France,95,116.0,Bordeaux,Margaux,,Château Rauzan-Ségla 2009  Margaux,Bordeaux-style Red Blend,Château Rauzan-Ségla
1713,Austria,95,29.0,Kamptal,,,Eichinger 2015 Gaisberg Reserve Riesling (Kamptal),Riesling,Eichinger
1714,Italy,95,242.0,Tuscany,Toscana,,Castello dei Rampolla 2012 d'Alceo Red (Toscana),Red Blend,Castello dei Rampolla
1715,Italy,95,460.0,Tuscany,Toscana,,Tenuta dell'Ornellaia 2005 Masseto Merlot (Toscana),Merlot,Tenuta dell'Ornellaia
1716,US,95,70.0,California,Russian River Valley,Sonoma,Paul Hobbs 2008 Ulises Valdez Vineyard Chardonnay (Russian River Valley),Chardonnay,Paul Hobbs
1717,Italy,95,,Tuscany,Toscana,,Poggio Antico 2007 Madre Red (Toscana),Red Blend,Poggio Antico
1718,US,95,65.0,California,Santa Barbara County,Central Coast,Aether Wine Company 2014 Matrix Pinot Noir (Santa Barbara County),Pinot Noir,Aether Wine Company
1719,US,95,90.0,Oregon,Walla Walla Valley (OR),Oregon Other,Cayuse 2009 Bionic Frog Syrah (Walla Walla Valley (OR)),Syrah,Cayuse
1720,US,95,75.0,Oregon,Walla Walla Valley (OR),Oregon Other,Cayuse 2009 Cailloux Vineyard Syrah (Walla Walla Valley (OR)),Syrah,Cayuse
1721,France,95,40.0,Bordeaux,Saint-Julien,,Château Branaire-Ducru 2000  Saint-Julien,Bordeaux-style Red Blend,Château Branaire-Ducru
1722,Italy,95,130.0,Tuscany,Toscana,,Le Macchiole 2008 Paleo Cabernet Franc (Toscana),Cabernet Franc,Le Macchiole
1723,France,95,295.0,Bordeaux,Saint-Émilion,,Le Dôme 2009  Saint-Émilion,Bordeaux-style Red Blend,Le Dôme
1724,France,95,120.0,Bordeaux,Saint-Émilion,,Clos Fourtet 2009  Saint-Émilion,Bordeaux-style Red Blend,Clos Fourtet
1725,Italy,95,80.0,Tuscany,Toscana,,Tua Rita 2008 Giusto di Notri Red (Toscana),Red Blend,Tua Rita
1726,US,95,50.0,Washington,Columbia Valley (WA),Columbia Valley,Sequel 2008 Syrah (Columbia Valley (WA)),Syrah,Sequel
1727,US,95,59.0,California,Napa Valley,Napa,Rutherford Hill 2007 Reserve Merlot (Napa Valley),Merlot,Rutherford Hill
1728,US,95,75.0,California,Sonoma Coast,Sonoma,Williams Selyem 2009 Hirsch Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Williams Selyem
1729,US,95,100.0,California,Russian River Valley,Sonoma,Williams Selyem 2009 Estate Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
1730,US,95,56.0,California,Russian River Valley,Sonoma,Williams Selyem 2009 Flax Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
1731,US,95,75.0,California,Sonoma Valley,Sonoma,Hanzell 2009 Chardonnay (Sonoma Valley),Chardonnay,Hanzell
1732,US,95,60.0,Washington,Red Mountain,Columbia Valley,Doyenne 2008 Grand Ciel Vineyard Syrah (Red Mountain),Syrah,Doyenne
1733,France,95,110.0,Bordeaux,Saint-Émilion,,Château Canon la Gaffelière 2009  Saint-Émilion,Bordeaux-style Red Blend,Château Canon la Gaffelière
1734,France,95,163.0,Bordeaux,Saint-Émilion,,Château Canon 2009  Saint-Émilion,Bordeaux-style Red Blend,Château Canon
1735,US,95,240.0,Washington,Columbia Valley (WA),Columbia Valley,Silverback 2011 Reserve Syrah (Columbia Valley (WA)),Syrah,Silverback
1736,US,95,80.0,California,Santa Cruz Mountains,Central Coast,Thomas Fogarty 2011 Rapley Trail Vineyard Henry Ayrton's Block Estate Grown Pinot Noir (Santa Cruz Mountains),Pinot Noir,Thomas Fogarty
1737,Spain,95,89.0,Northern Spain,Rioja,,Marqués de Murrieta 2005 Castillo Ygay Gran Reserva Especial  (Rioja),Tempranillo,Marqués de Murrieta
1738,US,95,72.0,California,Russian River Valley,Sonoma,Dutton-Goldfield 2011 Dutton Ranch Freestone Hill Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Dutton-Goldfield
1739,Austria,95,68.0,Wachau,,,Franz Hirtzberger 2015 Hochrain Smaragd Riesling (Wachau),Riesling,Franz Hirtzberger
1740,US,95,260.0,California,Napa Valley,Napa,Jarvis 2007 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Jarvis
1741,US,95,85.0,California,Howell Mountain,Napa,La Jota Vineyard 2013 Merlot (Howell Mountain),Merlot,La Jota Vineyard
1742,US,95,70.0,California,Russian River Valley,Sonoma,Lynmar 2014 Monastery Pinot Noir (Russian River Valley),Pinot Noir,Lynmar
1743,Portugal,95,145.0,Douro,,,Quinta do Crasto 2009 Vinha Maria Teresa Red (Douro),Portuguese Red,Quinta do Crasto
1744,US,95,54.0,California,Russian River Valley,Sonoma,Merry Edwards 2009 Georganne Pinot Noir (Russian River Valley),Pinot Noir,Merry Edwards
1745,Chile,95,90.0,Colchagua Valley,,,Lapostolle 2008 Clos Apalta Red (Colchagua Valley),Red Blend,Lapostolle
1746,France,95,412.0,Bordeaux,Pauillac,,Château Latour 2009 Les Forts de Latour  (Pauillac),Bordeaux-style Red Blend,Château Latour
1747,France,95,375.0,Bordeaux,Pomerol,,Château Hosanna 2009  Pomerol,Bordeaux-style Red Blend,Château Hosanna
1748,France,95,69.0,Bordeaux,Margaux,,Château Giscours 2009  Margaux,Bordeaux-style Red Blend,Château Giscours
1749,France,95,350.0,Bordeaux,Saint-Émilion,,Château Pavie 2009  Saint-Émilion,Bordeaux-style Red Blend,Château Pavie
1750,US,95,42.0,Washington,Columbia Valley (WA),Columbia Valley,Nefarious 2009 Rocky Mother Vineyard Syrah (Columbia Valley (WA)),Syrah,Nefarious
1751,Italy,95,175.0,Tuscany,Toscana,,Monteverro 2008 Red (Toscana),Red Blend,Monteverro
1752,France,95,112.0,Southwest France,Cahors,,Jean-Luc Baldès 2013 Clos Triguedina The New Black Wine Malbec (Cahors),Malbec,Jean-Luc Baldès
1753,Portugal,95,120.0,Douro,,,Conceito Vinhos 2015 Unico Red (Douro),Portuguese Red,Conceito Vinhos
1754,France,95,,Bordeaux,Sauternes,,Château Lamothe Guignard 2014  Sauternes,Bordeaux-style White Blend,Château Lamothe Guignard
1755,France,95,45.0,Southwest France,Cahors,,Château Haut-Monplaisir 2014 Pur Plaisir Malbec (Cahors),Malbec,Château Haut-Monplaisir
1756,France,95,125.0,Southwest France,Cahors,,Château du Cèdre 2014 GC Malbec (Cahors),Malbec,Château du Cèdre
1757,US,95,125.0,California,Edna Valley,Central Coast,Wedell Cellars 2010 Hillside Vineyard Pinot Noir (Edna Valley),Pinot Noir,Wedell Cellars
1758,Austria,95,39.0,Kamptal,,,Eichinger 2015 Heiligenstein Reserve Riesling (Kamptal),Riesling,Eichinger
1759,Italy,95,,Tuscany,Brunello di Montalcino,,Cerbaiona 2011  Brunello di Montalcino,Sangiovese,Cerbaiona
1760,Austria,95,55.0,Kamptal,,,Bründlmayer 2015 Steinmassel Reserve Riesling (Kamptal),Riesling,Bründlmayer
1761,Austria,95,70.0,Kamptal,,,Bründlmayer 2015 Heiligenstein Lyra Reserve Riesling (Kamptal),Riesling,Bründlmayer
1762,US,95,58.0,California,Russian River Valley,Sonoma,Williams Selyem 2014 Allen Vineyard Chardonnay (Russian River Valley),Chardonnay,Williams Selyem
1763,Austria,95,55.0,Wagram,,,Anton Bauer 2014 Reserve Limited Edition Pinot Noir (Wagram),Pinot Noir,Anton Bauer
1764,France,95,124.0,Rhône Valley,Condrieu,,Paul Jaboulet Aîné 2014 Domaine des Grands Amandiers  (Condrieu),Viognier,Paul Jaboulet Aîné
1765,US,95,42.0,California,Ballard Canyon,Central Coast,Stolpman 2014 Originals Syrah (Ballard Canyon),Syrah,Stolpman
1766,Austria,95,51.0,Kremstal,,,Salomon-Undhof 2015 Steiner Kögl Reserve Riesling (Kremstal),Riesling,Salomon-Undhof
1767,US,95,34.0,California,Santa Maria Valley,Central Coast,Ryan Cochrane 2014 Solomon Hills Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Ryan Cochrane
1768,Austria,95,38.0,Kamptal,,,Eichinger 2014 Lamm Reserve Grüner Veltliner (Kamptal),Grüner Veltliner,Eichinger
1769,Italy,95,,Piedmont,Barolo,,Azelia 2006 San Rocco  (Barolo),Nebbiolo,Azelia
1770,Austria,95,,Wachau,,,F X Pichler 2012 Loibner Oberhauser Smaragd Riesling (Wachau),Riesling,F X Pichler
1771,US,95,82.0,California,Santa Cruz Mountains,Central Coast,Clos de la Tech 2012 Domaine Lois Louise Cote Sud Pinot Noir (Santa Cruz Mountains),Pinot Noir,Clos de la Tech
1772,US,95,85.0,California,Howell Mountain,Napa,Piña 2007 Buckeye Vineyard Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,Piña
1773,US,95,100.0,California,Rutherford,Napa,Flora Springs 2007 Hillside Reserve Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Flora Springs
1774,US,95,99.0,Oregon,Ribbon Ridge,Willamette Valley,Chehalem 2006 Statement Pinot Noir (Ribbon Ridge),Pinot Noir,Chehalem
1775,US,95,70.0,California,Rutherford,Napa,Freemark Abbey 2005 Bosché Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Freemark Abbey
1776,US,95,40.0,California,Sonoma Coast,Sonoma,Failla 2008 Pearlessence Pinot Noir (Sonoma Coast),Pinot Noir,Failla
1777,Italy,95,75.0,Piedmont,Barolo,,Germano Ettore 2013 Cerretta  (Barolo),Nebbiolo,Germano Ettore
1778,Portugal,95,55.0,Port,,,Croft 2015 Quinta da Roeda  (Port),Port,Croft
1779,France,95,120.0,Loire Valley,Saumur,,Château de Parnay 2011 Clos d'Entre les Murs  (Saumur),Chenin Blanc,Château de Parnay
1780,US,95,42.0,California,Sonoma Coast,Sonoma,Anaba 2014 Dutton Ranch Chardonnay (Sonoma Coast),Chardonnay,Anaba
1781,US,95,35.0,Oregon,Willamette Valley,Willamette Valley,Shea 2014 Shea Vineyard Chardonnay (Willamette Valley),Chardonnay,Shea
1782,Argentina,95,90.0,Other,Salta,,Colomé 2010 Reserva Malbec (Salta),Malbec,Colomé
1783,US,95,52.0,California,Sonoma Coast,Sonoma,Fulcrum 2008 Gap's Crown Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Fulcrum
1784,US,95,100.0,California,Livermore Valley,Central Coast,Steven Kent 2007 Ghielmetti Vineyard Clone 4 Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Steven Kent
1785,US,95,30.0,California,Santa Ynez Valley,Central Coast,Au Bon Climat 2007 Santa Barbara Historic Vineyards Collection Sanford & Benedict Vineyard Chardonnay (Santa Ynez Valley),Chardonnay,Au Bon Climat
1786,US,95,30.0,California,Santa Maria Valley,Central Coast,Au Bon Climat 2007 Santa Barbara Historic Vineyards Collection Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Au Bon Climat
1787,US,95,55.0,California,Central Coast,Central Coast,Testarossa 2008 Diana's Chardonnay (Central Coast),Chardonnay,Testarossa
1788,US,95,70.0,California,Sonoma Coast,Sonoma,Schramsberg 2005 Brut Sparkling (Sonoma Coast),Sparkling Blend,Schramsberg
1789,US,95,100.0,California,Napa Valley,Napa,Janzen 2007 Cloudy's Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Janzen
1790,Portugal,95,70.0,Port,,,Quinta do Passadouro 2011 Vintage  (Port),Port,Quinta do Passadouro
1791,Portugal,95,93.0,Port,,,Croft 2011 Vintage  (Port),Port,Croft
1792,France,95,120.0,Alsace,Alsace,,Domaine Zind-Humbrecht 2013 Clos Saint Urbain Rangen de Thann Grand Cru Gewurztraminer (Alsace),Gewürztraminer,Domaine Zind-Humbrecht
1793,Portugal,95,320.0,Port,,,Cálem 1961 Colheita Tawny  (Port),Port,Cálem
1794,Germany,95,52.0,Mosel,,,Joh. Jos. Prüm 2013 Zeltinger Sonnenuhr Auslese Riesling (Mosel),Riesling,Joh. Jos. Prüm
1795,Germany,95,50.0,Mosel,,,Joh. Jos. Prüm 2013 Bernkasteler Badstube Auslese Riesling (Mosel),Riesling,Joh. Jos. Prüm
1796,US,95,125.0,California,Spring Mountain District,Napa,Barnett 2007 Rattlesnake Hill Estate Bottled Cabernet Sauvignon (Spring Mountain District),Cabernet Sauvignon,Barnett
1797,Portugal,95,58.0,Port,,,Taylor Fladgate 2015 Quinta da Vargellas Vintage  (Port),Port,Taylor Fladgate
1798,US,95,60.0,Oregon,Dundee Hills,Willamette Valley,The Eyrie Vineyards 2015 Original Vines Chardonnay (Dundee Hills),Chardonnay,The Eyrie Vineyards
1799,US,95,120.0,Oregon,Walla Walla Valley (OR),Oregon Other,Horsepower 2014 Sur Echalas Vineyard Grenache (Walla Walla Valley (OR)),Grenache,Horsepower
1800,France,95,65.0,Alsace,Alsace,,Domaine Ostertag 2014 Muenchberg Grand Cru Riesling (Alsace),Riesling,Domaine Ostertag
1801,Germany,95,34.0,Mosel,,,Dr. Loosen 2014 Ürziger Würzgarten Spätlese Riesling (Mosel),Riesling,Dr. Loosen
1802,US,95,35.0,Oregon,Willamette Valley,Willamette Valley,Shea 2013 Shea Vineyard Chardonnay (Willamette Valley),Chardonnay,Shea
1803,Portugal,95,40.0,Douro,,,Quinta do Vale Meão 2012 Monte Meão Touriga Nacional (Douro),Touriga Nacional,Quinta do Vale Meão
1804,South Africa,95,130.0,Swartland,,,Sadie Family 2011 Columella Red (Swartland),Rhône-style Red Blend,Sadie Family
1805,Portugal,95,220.0,Port,,,Kopke 1966 Colheita Tawny  (Port),Port,Kopke
1806,France,95,,Bordeaux,Pessac-Léognan,,Domaine de Chevalier 2010  Pessac-Léognan,Bordeaux-style Red Blend,Domaine de Chevalier
1807,Italy,95,45.0,Tuscany,Chianti Classico,,Ormanni 2010 Etichetta Storica Gran Selezione  (Chianti Classico),Sangiovese,Ormanni
1808,Italy,95,,Tuscany,Brunello di Montalcino,,Castello Banfi 2007 Poggio alle Mura Riserva  (Brunello di Montalcino),Sangiovese Grosso,Castello Banfi
1809,France,95,,Bordeaux,Saint-Émilion,,Château Canon 2010  Saint-Émilion,Bordeaux-style Red Blend,Château Canon
1810,Portugal,95,74.0,Port,,,Kopke 1984 Colheita Tawny  (Port),Port,Kopke
1811,Portugal,95,100.0,Douro,,,Wine & Soul 2012 Quinta da Manoella Vinhas Velhas Red (Douro),Portuguese Red,Wine & Soul
1812,Portugal,95,100.0,Douro,,,Wine & Soul 2012 Pintas Red (Douro),Portuguese Red,Wine & Soul
1813,US,95,125.0,California,Stags Leap District,Napa,Stag's Leap Wine Cellars 2012 Fay Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Stag's Leap Wine Cellars
1814,Portugal,95,150.0,Douro,,,Quinta Vale Dona Maria 2012 Vinha do Rio Red (Douro),Portuguese Red,Quinta Vale Dona Maria
1815,Portugal,95,110.0,Port,,,Quinta do Vallado 2011 Vintage  (Port),Port,Quinta do Vallado
1816,US,95,66.0,Oregon,Willamette Valley,Willamette Valley,Shea 2014 Shea Vineyard Block 7 Pinot Noir (Willamette Valley),Pinot Noir,Shea
1817,US,95,87.0,California,Napa Valley,Napa,Shafer 2013 Relentless Syrah (Napa Valley),Syrah,Shafer
1818,France,95,304.0,Burgundy,Clos Saint-Denis,,Domaine Dujac 2009 Clos de Saint-Denis  (Clos Saint-Denis),Pinot Noir,Domaine Dujac
1819,US,95,49.0,California,Russian River Valley,Sonoma,Marimar Estate 2007 Cristina Don Miguel Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Marimar Estate
1820,France,95,440.0,Burgundy,Montrachet,,Louis Latour 2009  Montrachet,Chardonnay,Louis Latour
1821,France,95,370.0,Burgundy,Echézeaux,,Domaine Jacques Prieur 2009 Echézeaux  (Echézeaux),Pinot Noir,Domaine Jacques Prieur
1822,US,95,60.0,Washington,Columbia Valley (WA),Columbia Valley,Betz Family 2008 Père de Famille Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Betz Family
1823,France,95,93.0,Champagne,Champagne,,Deutz 2008 Amour de Deutz Brut  (Champagne),Champagne Blend,Deutz
1824,France,95,140.0,Champagne,Champagne,,Deutz 2006 Cuvée William Deutz  (Champagne),Champagne Blend,Deutz
1825,US,95,50.0,Oregon,McMinnville,Willamette Valley,Résonance 2015 Hyland Vineyard Chardonnay (McMinnville),Chardonnay,Résonance
1826,Germany,95,114.0,Mosel,,,Maximin Grünhäuser 2015 Herrenberg Auslese 31 Grosse Lage Riesling (Mosel),Riesling,Maximin Grünhäuser
1827,US,95,48.0,California,Santa Cruz Mountains,Central Coast,Big Basin 2014 Lester Family Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,Big Basin
1828,US,95,92.0,Oregon,Willamette Valley,Willamette Valley,Shea 2014 Shea Vineyard Homer Pinot Noir (Willamette Valley),Pinot Noir,Shea
1829,France,95,,Champagne,Champagne,,Moët & Chandon 1995 Dom Pérignon Oenothèque Brut  (Champagne),Champagne Blend,Moët & Chandon
1830,France,95,350.0,Champagne,Champagne,,Krug 1998 Brut  (Champagne),Champagne Blend,Krug
