number,country,points,price,province,region_1,region_2,title,variety,winery,taste,array
1562,ETC,95,172.0,Rheingau,,,Schloss+Vollrads++Eiswein+Riesling+,Riesling,Schloss Vollrads,white-tropical-and-balanced,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0]"
1563,France,95,118.0,Burgundy,Corton,,Domaine+des+Croix++Grèves++,Pinot Noir,Domaine des Croix,,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1564,France,95,0.0,Burgundy,Clos de Lambrays,,Domaine+des+Lambrays+++Clos+de+Lambray,Pinot Noir,Domaine des Lambrays,white-dry-and-nutty,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]"
1565,France,95,130.0,Champagne,Champagne,,Ruinart++Dom+Ruinart+Brut++,Champagne Blend,Ruinart,white-tropical-and-balanced,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
1566,France,95,0.0,Champagne,Champagne,,Deutz++Cuvée+William+Deutz++,Champagne Blend,Deutz,white-green-and-flinty,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
1567,France,95,85.0,Champagne,Champagne,,Louis+Roederer++Blanc+de+Blancs+Brut+Chardonnay+,Chardonnay,Louis Roederer,white-aromatic-and-floral,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
1568,France,95,150.0,Champagne,Champagne,,Perrier+Jouët++Belle+Epoque+Brut++,Champagne Blend,Perrier Jouët,white-green-and-flinty,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
1569,France,95,0.0,Champagne,Champagne,,Billecart-Salmon+NV+Brut+Sous+Bois+,Champagne Blend,Billecart-Salmon,white-green-and-flinty,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
1570,US,95,54.0,California,Sonoma Coast,Sonoma,W.H.+Smith++Maritime+Pinot+Noir+,Pinot Noir,W.H. Smith,red-savory-and-classic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]"
1571,US,95,32.0,Oregon,Willamette Valley,Willamette Valley,Trisaetum++Estates+Reserve+Riesling+,Riesling,Trisaetum,,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
1572,US,95,200.0,California,Diamond Mountain District,Napa,Diamond+Creek++Red+Rock+Terrace+Cabernet+Sauvignon+,Cabernet Sauvignon,Diamond Creek,white-dry-and-nutty,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]"
1573,France,95,249.0,Champagne,Champagne,,Louis+Roederer++Cristal+Brut++,Champagne Blend,Louis Roederer,red-rich-and-intense,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
1574,France,95,275.0,Champagne,Champagne,,Ruinart++Dom+Ruinart+Brut+Rosé++,Champagne Blend,Ruinart,white-buttery-and-complex,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
1575,France,95,0.0,Burgundy,Corton-Charlemagne,,Patrick+Javillier+++Corton-Charlemagn,Chardonnay,Patrick Javillier,white-aromatic-and-floral,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
1576,France,95,430.0,Burgundy,Bâtard-Montrachet,,Louis+Latour+++Bâtard-Montrache,Chardonnay,Louis Latour,red-rich-and-intense,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
1577,US,95,32.0,California,Oakville,Napa,Robert+Mondavi++Fumé+Blanc+,Fumé Blanc,Robert Mondavi,,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
1578,France,95,0.0,Champagne,Champagne,,Billecart-Salmon++Blanc+de+Blancs+Brut+Chardonnay+,Chardonnay,Billecart-Salmon,white-buttery-and-complex,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
1579,ETC,95,36.0,Alentejano,,,Mouchão++Red+,Portuguese Red,Mouchão,red-savory-and-classic,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]"
1580,France,95,685.0,Burgundy,Chevalier-Montrachet,,Domaine+Jacques+Prieur+++Chevalier-Montrache,Chardonnay,Domaine Jacques Prieur,red-savory-and-classic,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
1581,France,95,185.0,Burgundy,Corton-Charlemagne,,Albert+Bichot+++Corton-Charlemagn,Chardonnay,Albert Bichot,white-aromatic-and-floral,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
1582,US,95,110.0,California,St. Helena,Napa,Anomaly++Cabernet+Sauvignon+,Cabernet Sauvignon,Anomaly,white-buttery-and-complex,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
1583,France,95,295.0,Burgundy,Clos de la Roche,,Albert+Bichot+++Clos+de+la+Roch,Pinot Noir,Albert Bichot,white-green-and-flinty,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
1584,US,95,90.0,California,Carneros,Napa-Sonoma,Blue+Farm++Anne+Katherina+Vineyard+Farmhouse+Estate+Farmed+Pinot+Noir+,Pinot Noir,Blue Farm,white-buttery-and-complex,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
1585,US,95,85.0,California,Stags Leap District,Napa,Shafer++One+Point+Five+Cabernet+Sauvignon+,Cabernet Sauvignon,Shafer,red-savory-and-classic,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]"
1586,US,95,65.0,California,Carneros,Napa-Sonoma,Patz+&+Hall++Hyde+Vineyard+Chardonnay+,Chardonnay,Patz & Hall,white-buttery-and-complex,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
1587,France,95,350.0,Burgundy,Chambertin,,Louis+Latour++Cuvée+Héritiers+Latour++,Pinot Noir,Louis Latour,white-green-and-flinty,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
1588,France,95,170.0,Burgundy,Corton,,Louis+Latour++Château+Corton+Grancey++,Pinot Noir,Louis Latour,red-savory-and-classic,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
1589,France,95,165.0,Burgundy,Corton,,Louis+Latour++Château+Corton+Grancey++,Pinot Noir,Louis Latour,white-aromatic-and-floral,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
1590,France,95,200.0,Burgundy,Clos Saint-Denis,,Domaine+Bertagna+++Clos+Saint-Deni,Pinot Noir,Domaine Bertagna,red-rich-and-intense,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
1591,Italy,95,52.0,Piedmont,Barolo,,Sobrero++Ciabot+Tanasio++,Nebbiolo,Sobrero,,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1592,France,95,0.0,Burgundy,Charmes-Chambertin,,Domaine+Perrot-Minot+++Charmes-Chamberti,Pinot Noir,Domaine Perrot-Minot,white-aromatic-and-floral,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
1593,France,95,290.0,Burgundy,Mazis-Chambertin,,Domaine+Faiveley+++Mazis-Chamberti,Pinot Noir,Domaine Faiveley,white-green-and-flinty,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
1594,US,95,95.0,California,Carneros,Napa-Sonoma,Domaine+Carneros++Le+Rêve+Blanc+de+Blancs+Sparkling+,Sparkling Blend,Domaine Carneros,red-savory-and-classic,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]"
1595,Italy,95,132.0,Veneto,Amarone della Valpolicella Classico,,Le+Salette++Pergole+Vece++,"Corvina, Rondinella, Molinara",Le Salette,white-buttery-and-complex,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
1596,Italy,95,125.0,Veneto,Amarone della Valpolicella Classico,,Zenato++Sergio+Zenato+Riserva++,"Corvina, Rondinella, Molinara",Zenato,white-aromatic-and-floral,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
1597,US,95,85.0,California,Napa Valley,Napa,Kadiem++Inaugural+Vintage+Cabernet+Sauvignon+,Cabernet Sauvignon,Kadiem,,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
1598,US,95,32.0,Oregon,Willamette Valley,Willamette Valley,Trisaetum++Estates+Reserve+Riesling+,Riesling,Trisaetum,white-tropical-and-balanced,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]"
1599,Italy,95,59.0,Piedmont,Barbaresco,,Rizzi++Boito+Riserva++,Nebbiolo,Rizzi,red-savory-and-classic,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
1600,Italy,95,96.0,Piedmont,Barolo,,Giovanni+Rosso++Cerretta++,Nebbiolo,Giovanni Rosso,red-rich-and-intense,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
1601,Italy,95,60.0,Piedmont,Barolo,,Giacomo+Fenocchio++Villero++,Nebbiolo,Giacomo Fenocchio,white-dry-and-nutty,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]"
1602,Italy,95,65.0,Piedmont,Barolo,,Aurelio+Settimo++Rocche+dell'Annunziata++,Nebbiolo,Aurelio Settimo,white-green-and-flinty,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
1603,ETC,95,0.0,Kamptal,,,Schloss+Gobelsburg++Renner+Erste+Lage+Reserve+Grüner+Veltliner+,Grüner Veltliner,Schloss Gobelsburg,white-aromatic-and-floral,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
1604,US,95,75.0,California,Russian River Valley,Sonoma,Paul+Hobbs++Ellen+Lane+Estate+Chardonnay+,Chardonnay,Paul Hobbs,red-bold-and-structured,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
1605,Italy,95,530.0,Veneto,Amarone della Valpolicella,,Dal+Forno+Romano+++Amarone+della+Valpolicell,"Corvina, Rondinella, Molinara",Dal Forno Romano,white-aromatic-and-floral,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
1606,US,95,80.0,Washington,Red Mountain,Columbia Valley,Mark+Ryan++Lonely+Heart+Cabernet+Sauvignon+,Cabernet Sauvignon,Mark Ryan,white-green-and-flinty,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]"
1607,US,95,55.0,California,Mount Veeder,Napa,Hess+Collection++Small+Block+Series+Malbec+,Malbec,Hess Collection,white-green-and-flinty,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]"
1608,US,95,110.0,Oregon,Walla Walla Valley (OR),Oregon Other,Horsepower++Sur+Echalas+Vineyard+Grenache+,Grenache,Horsepower,white-dry-and-nutty,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]"
1609,Italy,95,100.0,Central Italy,Montefalco Sagrantino,,Arnaldo+Caprai+++Anni++,Sagrantino,Arnaldo Caprai,,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1610,US,95,115.0,California,Fort Ross-Seaview,Sonoma,Wayfarer++Mother+Rock+Pinot+Noir+,Pinot Noir,Wayfarer,white-green-and-flinty,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]"
1611,US,95,100.0,Oregon,Willamette Valley,Willamette Valley,Ponzi++Aurora+Vineyard+Pinot+Noir+,Pinot Noir,Ponzi,white-tropical-and-balanced,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]"
1612,US,95,68.0,Oregon,Ribbon Ridge,Willamette Valley,Brick+House++Evelyn's+Pinot+Noir+,Pinot Noir,Brick House,,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
1613,Italy,95,60.0,Central Italy,Montefalco Sagrantino,,Cantina+Fratelli+Pardi++Sacrantino++,Sagrantino,Cantina Fratelli Pardi,white-tropical-and-balanced,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
1614,Italy,95,50.0,Central Italy,Montefalco Sagrantino,,Milziade+Antano+++Montefalco+Sagrantin,Sagrantino,Milziade Antano,white-green-and-flinty,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
1615,US,95,65.0,Oregon,Walla Walla Valley (OR),Oregon Other,No+Girls++La+Paciencia+Vineyard+Grenache+,Grenache,No Girls,,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
1616,US,95,85.0,Oregon,Willamette Valley,Willamette Valley,Elk+Cove++Roosevelt+Pinot+Noir+,Pinot Noir,Elk Cove,white-tropical-and-balanced,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]"
1617,US,95,36.0,California,Edna Valley,Central Coast,Talley++Oliver's+Proprietor+Grown+Chardonnay+,Chardonnay,Talley,white-buttery-and-complex,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
1618,US,100,45.0,Oregon,Dundee Hills,Willamette Valley,The+Eyrie+Vineyards++Original+Vines+Reserve+Chardonnay+,Chardonnay,The Eyrie Vineyards,white-aromatic-and-floral,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
1619,France,95,123.0,Burgundy,Corton-Charlemagne,,Domaine+Vincent+Girardin+++Corton-Charlemagn,Chardonnay,Domaine Vincent Girardin,red-savory-and-classic,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
1620,US,95,140.0,California,Diamond Mountain District,Napa,Summers++Checkmate+Cabernet+Sauvignon+,Cabernet Sauvignon,Summers,red-bold-and-structured,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
1621,Italy,95,50.0,Piedmont,Barolo,,Elvio+Cogno++Cascina+Nuova++,Nebbiolo,Elvio Cogno,red-savory-and-classic,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
1622,Australia,95,105.0,South Australia,Barossa Valley,,Kilikanoon++R+Reserve+Shiraz+,Shiraz,Kilikanoon,red-rich-and-intense,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
1623,US,95,90.0,Washington,Horse Heaven Hills,Columbia Valley,Quilceda+Creek++Palengat+Red+Red+,Bordeaux-style Red Blend,Quilceda Creek,red-bold-and-structured,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
1624,US,95,38.0,Washington,Red Mountain,Columbia Valley,Seven+Hills++Ciel+du+Cheval+Vineyard+Red+Wine+Red+,Bordeaux-style Red Blend,Seven Hills,red-light-and-perfumed,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
1625,US,95,60.0,California,Russian River Valley,Sonoma,Rochioli++Sweetwater+Vineyard+Chardonnay+,Chardonnay,Rochioli,white-tropical-and-balanced,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]"
1626,France,95,115.0,Bordeaux,Pessac-Léognan,,Domaine+de+Chevalier+++Pessac-Léogna,Bordeaux-style White Blend,Domaine de Chevalier,white-green-and-flinty,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
1627,US,95,44.0,California,Chalk Hill,Sonoma,Chalk+Hill++Botrytised+Sémillon+,Sémillon,Chalk Hill,white-dry-and-nutty,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]"
1628,US,95,50.0,Washington,Walla Walla Valley (WA),Columbia Valley,Tamarack+Cellars++Seven+Hills+Vineyard+Reserve+Red+Red+,Red Blend,Tamarack Cellars,white-buttery-and-complex,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
1629,France,95,398.0,Burgundy,Chevalier-Montrachet,,Domaine+Vincent+Girardin+++Chevalier-Montrache,Chardonnay,Domaine Vincent Girardin,white-aromatic-and-floral,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
1630,Italy,95,70.0,Central Italy,Sagrantino di Montefalco,,Milziade+Antano++Colleallodole++,Sagrantino,Milziade Antano,,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1631,US,95,75.0,California,Sonoma Coast,Sonoma,Williams+Selyem++Hirsch+Vineyard+Pinot+Noir+,Pinot Noir,Williams Selyem,red-savory-and-classic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]"
1632,US,95,65.0,California,Sonoma Coast,Sonoma,Flowers++Sea+View+Ridge+Estate+Vineyard+Pinot+Noir+,Pinot Noir,Flowers,white-buttery-and-complex,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
1633,Australia,95,100.0,South Australia,Barossa,,John+Duval+Wines++Eligo+Shiraz+,Shiraz,John Duval Wines,red-rich-and-intense,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
1634,France,95,50.0,Bordeaux,Pauillac,,Château+Pichon+Longueville+++Pauilla,Bordeaux-style Red Blend,Château Pichon Longueville,red-light-and-perfumed,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
1635,ETC,95,237.0,Nahe,,,Prinz+Salm++Berg+Roxheim+Erste+Lage+Trockenbeerenauslese+Riesling+,Riesling,Prinz Salm,,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
1636,France,95,70.0,Burgundy,Chablis,,Domaine+Jean-Paul+et+Benoît+Droin++Les+Clos+Grand+Cru++,Chardonnay,Domaine Jean-Paul et Benoît Droin,red-savory-and-classic,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
1637,Australia,95,125.0,South Australia,Barossa Valley,,Torbreck++The+Factor+Shiraz+,Shiraz,Torbreck,white-aromatic-and-floral,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
1638,ETC,95,78.0,Douro,,,Prats+&+Symington+LDA++Chryseia+Red+,Portuguese Red,Prats & Symington LDA,,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
1639,France,95,34.0,Alsace,Alsace,,Trimbach++Réserve+Riesling+,Riesling,Trimbach,red-bold-and-structured,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1640,France,95,57.0,Alsace,Alsace,,Domaine+Ostertag++Fronholz+Pinot+Gris+,Pinot Gris,Domaine Ostertag,red-rich-and-intense,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
1641,France,95,120.0,Alsace,Alsace,,Domaine+Zind-Humbrecht++Clos+Jebsal+Pinot+Gris+,Pinot Gris,Domaine Zind-Humbrecht,white-green-and-flinty,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
1642,ETC,95,87.0,Douro,,,Quinta+do+Noval++Red+,Portuguese Red,Quinta do Noval,white-dry-and-nutty,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0]"
1643,France,95,70.0,Alsace,Alsace,,Domaine+Bernhard+&+Reibel++Vendanges+Tardives+Riesling+,Riesling,Domaine Bernhard & Reibel,white-buttery-and-complex,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
1644,US,95,75.0,California,Diamond Mountain District,Napa,Girard++Cabernet+Sauvignon+,Cabernet Sauvignon,Girard,white-dry-and-nutty,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]"
1645,US,95,105.0,California,Napa Valley,Napa,Beaulieu+Vineyard++Georges+de+Latour+Private+Reserve+Cabernet+Sauvignon+,Cabernet Sauvignon,Beaulieu Vineyard,red-bold-and-structured,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
1646,ETC,95,130.0,Mosel-Saar-Ruwer,,,Joh.+Jos.+Prüm++Bernkasteler+Badstube+Beerenauslese+Goldkap+Riesling+,Riesling,Joh. Jos. Prüm,red-rich-and-intense,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]"
1647,US,95,75.0,California,Howell Mountain,Napa,Duckhorn++Red+Wine+Red+,Bordeaux-style Red Blend,Duckhorn,white-aromatic-and-floral,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
1648,Spain,95,65.0,Northern Spain,Rioja,,Viñedos+de+Paganos++El+Puntido++,Tempranillo Blend,Viñedos de Paganos,,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1649,France,95,330.0,Burgundy,Charmes-Chambertin,,Chanson+Père+et+Fils+++Charmes-Chamberti,Pinot Noir,Chanson Père et Fils,white-dry-and-nutty,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]"
1650,France,95,602.0,Burgundy,Chambertin,,Domaine+Jacques+Prieur+++Chamberti,Pinot Noir,Domaine Jacques Prieur,red-bold-and-structured,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1651,Italy,95,75.0,Southern Italy,Taurasi,,Mastroberardino++Radici+Riserva++,Aglianico,Mastroberardino,red-savory-and-classic,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
1652,ETC,95,72.0,Dão,,,Alvaro+Castro++Pape+Red+,Portuguese Red,Alvaro Castro,red-light-and-perfumed,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
1653,US,95,81.0,Oregon,Dundee Hills,Willamette Valley,Bergström++Bergström+Vineyard+Pinot+Noir+,Pinot Noir,Bergström,white-aromatic-and-floral,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
1654,France,95,65.0,Champagne,Champagne,,Duménil++Premier+Cru+Special+Club++,Champagne Blend,Duménil,red-light-and-perfumed,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
1655,France,95,36.0,Alsace,Alsace,,Domaines+Schlumberger++Kitterlé+Grand+Cru+Riesling+,Riesling,Domaines Schlumberger,white-aromatic-and-floral,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
1656,France,95,32.0,Alsace,Alsace,,Domaines+Schlumberger++Kessler+Grand+Cru+Riesling+,Riesling,Domaines Schlumberger,,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1657,France,95,93.0,Burgundy,Beaune,,Louis+Jadot++Clos+des+Ursules+Premier+Cru++,Pinot Noir,Louis Jadot,,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1658,US,95,48.0,California,Sta. Rita Hills,Central Coast,Foxen++John+Sebastiano+Vineyard+Pinot+Noir+,Pinot Noir,Foxen,white-buttery-and-complex,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
1659,Italy,95,50.0,Northeastern Italy,Vigneti delle Dolomiti,,Foradori++Morei+Teroldego+,Teroldego,Foradori,red-savory-and-classic,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
1660,France,95,208.0,Burgundy,Gevrey-Chambertin,,Louis+Jadot++Clos+Saint-Jacques+Premier+Cru++,Pinot Noir,Louis Jadot,white-aromatic-and-floral,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
1661,US,95,85.0,California,Paso Robles,Central Coast,Clos+Solène++Harmonie+Red+,Rhône-style Red Blend,Clos Solène,white-tropical-and-balanced,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]"
