Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,,,,,
westgear,0,2021-01-20,w,california,sanfrancisco,wsf,65,800,52000,18200,out,,,,,
westgear,0,2021-02-16,w,california,sanfrancisco,wa,70,800,56000,5600,out,,,,,
kohls,3,2021-03-19,w,california,losangeles,msf,35,800,28000,11200,out,,,,,
kohls,3,2021-04-07,w,california,losangeles,msf,45,800,36000,14400,out,,,,,
kohls,3,2021-04-13,w,california,losangeles,msf,45,800,36000,14400,out,,,,,
kohls,3,2021-04-24,w,california,losangeles,wa,65,800,52000,10400,out,,,,,
kohls,3,2021-04-26,w,california,losangeles,maf,50,800,40000,10000,out,,,,,
kohls,3,2021-05-13,w,california,losangeles,msf,50,800,40000,16000,out,,,,,
kohls,3,2021-05-14,w,california,losangeles,maf,55,800,44000,11000,out,,,,,
sportsdirect,1,2021-09-09,s,texas,dallas,wa,45,800,36000,18000,out,,,,,
sportsdirect,1,2021-09-10,s,texas,dallas,msf,45,800,36000,12600,out,,,,,
sportsdirect,1,2021-09-11,s,texas,dallas,maf,50,800,40000,14000,out,,,,,
sportsdirect,1,2021-09-22,s,texas,dallas,msf,50,800,40000,16000,out,,,,,
sportsdirect,1,2021-09-23,s,texas,dallas,maf,55,800,44000,17600,out,,,,,
footlocker,2,2020-08-14,se,florida,miami,wsf,35,800,28000,7000,in,,,,,
westgear,2,2020-04-24,se,florida,miami,wa,45,800,36000,18000,in,,,,,
westgear,2,2020-09-07,se,florida,miami,wsf,50,800,40000,10000,in,,,,,
westgear,2,2020-09-15,se,florida,miami,ma,65,800,52000,18200,in,,,,,
sportsdirect,2,2020-10-06,se,florida,miami,maf,50,800,40000,14000,in,,,,,
sportsdirect,1,2021-05-15,s,tennessee,knoxville,msf,55,800,44000,19800,out,,,,,
sportsdirect,1,2021-05-16,s,tennessee,knoxville,maf,55,800,44000,19800,out,,,,,
sportsdirect,1,2021-09-11,s,alabama,birmingham,wa,60,800,48000,31200,out,,,,,
footlocker,0,2021-07-09,w,hawaii,honolulu,msf,80,800,64000,16000,out,,,,,
walmart,0,2021-12-16,se,florida,orlando,msf,75,800,60000,18000,in,,,,,
walmart,0,2021-12-16,se,florida,orlando,maf,85,800,68000,17000,in,,,,,
westgear,2,2021-10-10,ne,newyork,albany,msf,60,800,48000,21600,in,,,,,
kohls,2,2021-01-14,ne,newyork,albany,msf,40,800,32000,16000,in,,,,,
kohls,2,2021-04-11,w,wyoming,cheyenne,msf,40,800,32000,16000,in,,,,,
kohls,2,2021-09-10,w,wyoming,cheyenne,msf,50,800,40000,20000,in,,,,,
kohls,2,2021-12-10,w,wyoming,cheyenne,msf,55,800,44000,22000,in,,,,,
footlocker,0,2021-08-24,se,virginia,richmond,msf,90,800,72000,25200,in,,,,,
sportsdirect,2,2021-02-17,se,virginia,richmond,msf,35,800,28000,14000,in,,,,,
sportsdirect,2,2021-09-15,mw,michigan,detroit,msf,45,800,36000,18000,in,,,,,
westgear,2,2021-07-10,w,utah,saltlakecity,msf,35,800,28000,11200,in,,,,,
westgear,0,2021-08-24,w,oregon,portland,msf,90,800,72000,25200,in,,,,,
westgear,0,2021-12-16,s,louisiana,neworleans,msf,70,800,56000,22400,on,,,,,
westgear,0,2021-12-16,s,louisiana,neworleans,maf,80,800,64000,25600,on,,,,,
footlocker,1,2021-07-06,w,idaho,boise,wa,65,800,52000,28600,on,,,,,
footlocker,2,2021-02-07,se,southcarolina,charleston,wa,35,800,28000,14000,on,,,,,
footlocker,2,2021-05-05,se,southcarolina,charleston,wa,60,800,48000,24000,on,,,,,
footlocker,2,2021-06-07,se,southcarolina,charleston,maf,50,800,40000,14000,on,,,,,
footlocker,2,2021-07-05,se,southcarolina,charleston,ma,65,800,52000,18200,on,,,,,
footlocker,2,2021-09-05,se,southcarolina,charleston,wa,55,800,44000,22000,on,,,,,
footlocker,2,2021-10-07,se,southcarolina,charleston,maf,45,800,36000,12600,on,,,,,
sportsdirect,2,2021-07-02,se,northcarolina,charlotte,maf,60,800,48000,16800,on,,,,,
sportsdirect,2,2021-08-03,se,northcarolina,charlotte,maf,60,800,48000,16800,on,,,,,
amazon,2,2021-06-11,mw,ohio,columbus,msf,50,800,40000,16000,on,,,,,
sportsdirect,2,2021-05-15,mw,michigan,detroit,msf,50,795,39750,19875,in,,,,,
amazon,2,2021-05-09,mw,ohio,columbus,msf,45,795,35775,14310,on,,,,,
walmart,1,2020-08-14,s,texas,houston,wsf,35,775,27125,9494,out,,,,,
westgear,0,2020-11-01,s,texas,houston,msf,40,775,31000,10850,out,,,,,
westgear,0,2020-11-02,s,texas,houston,maf,50,775,38750,7750,out,,,,,
westgear,0,2020-11-03,s,texas,houston,wsf,50,775,38750,13563,out,,,,,
westgear,0,2020-11-06,w,california,sanfrancisco,wa,50,775,38750,5813,out,,,,,
westgear,0,2021-01-16,w,california,sanfrancisco,ma,65,775,50375,25188,out,,,,,
westgear,0,2021-01-17,w,california,sanfrancisco,wa,80,775,62000,9300,out,,,,,
westgear,0,2021-01-26,w,california,sanfrancisco,wsf,55,775,42625,12788,out,,,,,
westgear,0,2021-01-29,w,california,sanfrancisco,wa,70,775,54250,5425,out,,,,,
westgear,0,2021-02-10,w,california,sanfrancisco,wa,70,775,54250,5425,out,,,,,
westgear,0,2021-02-13,w,california,sanfrancisco,wsf,55,775,42625,12788,out,,,,,
westgear,0,2021-02-14,w,california,sanfrancisco,waf,55,775,42625,10656,out,,,,,
sportsdirect,1,2021-09-05,s,texas,dallas,maf,30,775,23250,8138,out,,,,,
sportsdirect,1,2021-09-27,s,texas,dallas,wa,60,775,46500,25575,out,,,,,
sportsdirect,1,2021-10-21,s,texas,dallas,wa,70,775,54250,29838,out,,,,,
westgear,0,2020-04-20,w,colorado,denver,msf,65,775,50375,22669,in,,,,,
westgear,0,2020-07-07,w,washington,seattle,msf,85,775,65875,19763,in,,,,,
footlocker,2,2020-08-20,se,florida,miami,wsf,35,775,27125,6781,in,,,,,
footlocker,2,2020-08-23,se,florida,miami,wa,45,775,34875,17438,in,,,,,
westgear,2,2020-04-24,se,florida,miami,maf,55,775,42625,14919,in,,,,,
westgear,2,2020-09-08,se,florida,miami,waf,50,775,38750,11625,in,,,,,
westgear,2,2020-09-09,se,florida,miami,ma,65,775,50375,17631,in,,,,,
westgear,2,2020-09-14,se,florida,miami,waf,55,775,42625,12788,in,,,,,
footlocker,2,2020-09-20,se,florida,miami,waf,45,775,34875,10463,in,,,,,
sportsdirect,2,2020-10-08,se,florida,miami,waf,50,775,38750,11625,in,,,,,
sportsdirect,2,2020-05-24,se,florida,miami,waf,55,775,42625,12788,in,,,,,
footlocker,2,2020-05-24,se,florida,miami,ma,65,775,50375,17631,in,,,,,
sportsdirect,1,2021-04-08,s,tennessee,knoxville,wa,40,775,31000,17050,out,,,,,
sportsdirect,1,2021-04-09,s,tennessee,knoxville,msf,40,775,31000,12400,out,,,,,
sportsdirect,1,2021-04-10,s,tennessee,knoxville,maf,45,775,34875,13950,out,,,,,
sportsdirect,1,2021-04-21,s,tennessee,knoxville,msf,45,775,34875,15694,out,,,,,
sportsdirect,1,2021-04-22,s,tennessee,knoxville,maf,55,775,42625,19181,out,,,,,
sportsdirect,1,2021-10-06,s,alabama,birmingham,msf,60,775,46500,23250,out,,,,,
sportsdirect,1,2021-10-07,s,alabama,birmingham,maf,60,775,46500,23250,out,,,,,
westgear,2,2021-07-08,ne,newyork,albany,wa,70,775,54250,27125,in,,,,,
westgear,2,2021-11-09,ne,newyork,albany,msf,60,775,46500,20925,in,,,,,
kohls,2,2021-10-12,w,wyoming,cheyenne,msf,55,775,42625,21313,in,,,,,
footlocker,0,2021-06-24,se,virginia,richmond,msf,55,775,42625,14919,in,,,,,
footlocker,0,2021-08-24,se,virginia,richmond,maf,80,775,62000,21700,in,,,,,
westgear,0,2021-06-24,w,oregon,portland,msf,55,775,42625,14919,in,,,,,
westgear,0,2021-08-24,w,oregon,portland,maf,80,775,62000,21700,in,,,,,
westgear,1,2021-07-06,w,idaho,boise,msf,50,775,38750,15500,on,,,,,
westgear,1,2021-07-06,w,idaho,boise,maf,55,775,42625,17050,on,,,,,
footlocker,1,2021-12-04,w,idaho,boise,msf,55,775,42625,17050,on,,,,,
footlocker,1,2021-12-04,w,idaho,boise,maf,55,775,42625,17050,on,,,,,
footlocker,2,2021-02-07,se,georgia,atlanta,wsf,30,775,23250,5813,on,,,,,
footlocker,2,2021-04-06,se,southcarolina,charleston,wa,40,775,31000,15500,on,,,,,
footlocker,2,2021-06-07,se,southcarolina,charleston,wsf,50,775,38750,9688,on,,,,,
footlocker,2,2021-07-05,se,southcarolina,charleston,waf,55,775,42625,12788,on,,,,,
footlocker,2,2021-08-06,se,southcarolina,charleston,waf,45,775,34875,10463,on,,,,,
footlocker,2,2021-10-07,se,southcarolina,charleston,wa,60,775,46500,23250,on,,,,,
sportsdirect,2,2021-12-05,se,southcarolina,charleston,waf,60,775,46500,13950,on,,,,,
sportsdirect,2,2021-12-05,se,southcarolina,charleston,ma,70,775,54250,18988,on,,,,,
sportsdirect,2,2021-12-02,se,northcarolina,charlotte,maf,60,775,46500,16275,on,,,,,
amazon,2,2021-12-02,se,northcarolina,charlotte,wa,75,775,58125,29063,on,,,,,
amazon,2,2021-01-13,se,northcarolina,charlotte,msf,35,775,27125,10850,on,,,,,
amazon,2,2021-09-09,mw,ohio,columbus,msf,55,775,42625,17050,on,,,,,
footlocker,2,2021-02-18,se,kentucky,louisville,msf,30,775,23250,9300,on,,,,,
sportsdirect,2,2021-12-16,s,mississippi,jackson,msf,70,775,54250,21700,on,,,,,
walmart,1,2021-07-19,s,arkansas,littlerock,msf,55,775,42625,17050,on,,,,,
sportsdirect,2,2021-03-15,mw,michigan,detroit,msf,35,770,26950,13475,in,,,,,
amazon,2,2021-03-09,mw,ohio,columbus,msf,30,770,23100,9240,on,,,,,
walmart,1,2020-08-21,s,texas,houston,waf,40,750,30000,13500,out,,,,,
walmart,1,2020-09-13,s,texas,houston,wsf,50,750,37500,13125,out,,,,,
walmart,1,2020-09-16,s,texas,houston,wa,55,750,41250,20625,out,,,,,
westgear,0,2021-01-01,w,california,sanfrancisco,maf,65,750,48750,12188,out,,,,,
westgear,0,2021-01-02,w,california,sanfrancisco,wsf,65,750,48750,19500,out,,,,,
westgear,0,2021-01-21,w,california,sanfrancisco,waf,65,750,48750,14625,out,,,,,
westgear,0,2021-01-22,w,california,sanfrancisco,ma,75,750,56250,28125,out,,,,,
kohls,3,2021-03-13,w,california,losangeles,msf,35,750,26250,10500,out,,,,,
kohls,3,2021-04-20,w,california,losangeles,maf,50,750,37500,9375,out,,,,,
kohls,3,2021-04-21,w,california,losangeles,wsf,50,750,37500,15000,out,,,,,
kohls,3,2021-04-27,w,california,losangeles,wsf,50,750,37500,15000,out,,,,,
sportsdirect,1,2021-09-04,s,texas,dallas,msf,20,750,15000,5250,out,,,,,
westgear,0,2020-02-07,w,nevada,lasvegas,msf,60,750,45000,18000,out,,,,,
westgear,0,2020-06-25,w,washington,seattle,msf,75,750,56250,16875,in,,,,,
westgear,0,2020-07-08,w,washington,seattle,maf,80,750,60000,15000,in,,,,,
westgear,0,2020-07-31,w,washington,seattle,msf,80,750,60000,18000,in,,,,,
westgear,0,2020-08-01,w,washington,seattle,maf,85,750,63750,15938,in,,,,,
footlocker,2,2020-08-10,se,florida,miami,ma,55,750,41250,14438,in,,,,,
footlocker,2,2020-08-13,se,florida,miami,maf,45,750,33750,11813,in,,,,,
footlocker,2,2020-08-16,se,florida,miami,ma,55,750,41250,14438,in,,,,,
footlocker,2,2020-08-19,se,florida,miami,maf,45,750,33750,11813,in,,,,,
westgear,2,2020-04-24,se,florida,miami,wsf,50,750,37500,9375,in,,,,,
footlocker,2,2020-09-21,se,florida,miami,ma,55,750,41250,14438,in,,,,,
sportsdirect,2,2020-09-25,se,florida,miami,wsf,45,750,33750,8438,in,,,,,
sportsdirect,2,2020-10-09,se,florida,miami,ma,65,750,48750,17063,in,,,,,
kohls,3,2021-02-02,mw,montana,billings,msf,40,750,30000,13500,out,,,,,
sportsdirect,1,2021-04-04,s,tennessee,knoxville,maf,25,750,18750,7500,out,,,,,
sportsdirect,1,2021-05-20,s,tennessee,knoxville,wa,65,750,48750,29250,out,,,,,
sportsdirect,1,2021-08-30,s,alabama,birmingham,wa,45,750,33750,20250,out,,,,,
sportsdirect,1,2021-08-31,s,alabama,birmingham,msf,45,750,33750,15188,out,,,,,
sportsdirect,1,2021-09-01,s,alabama,birmingham,maf,50,750,37500,16875,out,,,,,
sportsdirect,1,2021-09-12,s,alabama,birmingham,msf,40,750,30000,15000,out,,,,,
sportsdirect,1,2021-09-13,s,alabama,birmingham,maf,55,750,41250,20625,out,,,,,
footlocker,0,2021-08-10,w,hawaii,honolulu,msf,85,750,63750,15938,out,,,,,
walmart,0,2021-07-16,se,florida,orlando,maf,95,750,71250,17813,in,,,,,
kohls,2,2021-11-11,w,wyoming,cheyenne,msf,55,750,41250,20625,in,,,,,
footlocker,0,2021-12-23,se,virginia,richmond,msf,65,750,48750,17063,in,,,,,
footlocker,0,2021-12-23,se,virginia,richmond,maf,75,750,56250,19688,in,,,,,
sportsdirect,2,2021-01-19,se,virginia,richmond,msf,35,750,26250,13125,in,,,,,
sportsdirect,2,2021-10-17,mw,michigan,detroit,msf,50,750,37500,18750,in,,,,,
footlocker,2,2021-07-17,mw,missouri,st.louis,msf,40,750,30000,12000,in,,,,,
westgear,2,2021-08-11,w,utah,saltlakecity,msf,35,750,26250,10500,in,,,,,
westgear,0,2021-12-23,w,oregon,portland,msf,65,750,48750,17063,in,,,,,
westgear,0,2021-12-23,w,oregon,portland,maf,75,750,56250,19688,in,,,,,
westgear,0,2021-07-16,s,louisiana,neworleans,maf,95,750,71250,28500,on,,,,,
westgear,1,2021-05-05,w,idaho,boise,wa,45,750,33750,16875,on,,,,,
westgear,1,2021-06-04,w,idaho,boise,msf,45,750,33750,11813,on,,,,,
westgear,1,2021-06-04,w,idaho,boise,maf,50,750,37500,13125,on,,,,,
footlocker,1,2021-08-08,w,idaho,boise,msf,50,750,37500,15000,on,,,,,
footlocker,1,2021-08-08,w,idaho,boise,maf,55,750,41250,16500,on,,,,,
kohls,0,2021-07-25,w,newmexico,albuquerque,msf,55,750,41250,14438,on,,,,,
footlocker,2,2021-05-05,se,southcarolina,charleston,maf,50,750,37500,13125,on,,,,,
footlocker,2,2021-06-07,se,southcarolina,charleston,waf,50,750,37500,11250,on,,,,,
footlocker,2,2021-06-07,se,southcarolina,charleston,ma,65,750,48750,17063,on,,,,,
footlocker,2,2021-08-06,se,southcarolina,charleston,ma,55,750,41250,14438,on,,,,,
footlocker,2,2021-11-06,se,southcarolina,charleston,maf,45,750,33750,11813,on,,,,,
footlocker,2,2021-11-06,se,southcarolina,charleston,waf,55,750,41250,12375,on,,,,,
footlocker,2,2021-06-18,s,mississippi,jackson,msf,45,750,33750,13500,on,,,,,
walmart,1,2021-08-20,s,arkansas,littlerock,msf,60,750,45000,18000,on,,,,,
sportsdirect,2,2020-10-07,se,florida,miami,wsf,50,745,37250,9313,in,,,,,
footlocker,2,2021-05-16,s,mississippi,jackson,msf,40,745,29800,11920,on,,,,,
sportsdirect,1,2020-08-08,s,texas,houston,wsf,35,725,25375,8881,out,,,,,
westgear,0,2020-11-08,w,california,sanfrancisco,maf,50,725,36250,7250,out,,,,,
westgear,0,2020-11-09,w,california,sanfrancisco,wsf,50,725,36250,12688,out,,,,,
westgear,0,2020-12-27,w,california,sanfrancisco,wsf,65,725,47125,16494,out,,,,,
westgear,0,2021-01-05,w,california,sanfrancisco,wa,80,725,58000,11600,out,,,,,
westgear,0,2021-01-15,w,california,sanfrancisco,waf,60,725,43500,13050,out,,,,,
westgear,0,2021-01-23,w,california,sanfrancisco,wa,80,725,58000,8700,out,,,,,
westgear,0,2021-01-27,w,california,sanfrancisco,waf,55,725,39875,9969,out,,,,,
westgear,0,2021-01-28,w,california,sanfrancisco,ma,65,725,47125,21206,out,,,,,
westgear,0,2021-02-07,w,california,sanfrancisco,wsf,55,725,39875,11963,out,,,,,
kohls,3,2021-05-03,w,california,losangeles,wsf,50,725,36250,14500,out,,,,,
kohls,3,2021-05-30,w,california,losangeles,wa,65,725,47125,9425,out,,,,,
sportsdirect,1,2021-08-11,mw,illinois,chicago,msf,20,725,14500,4350,out,,,,,
sportsdirect,1,2021-08-12,mw,illinois,chicago,maf,30,725,21750,6525,out,,,,,
sportsdirect,1,2021-09-28,s,texas,dallas,msf,55,725,39875,15950,out,,,,,
sportsdirect,1,2021-09-30,s,texas,dallas,wsf,60,725,43500,17400,out,,,,,
sportsdirect,1,2021-10-10,s,texas,dallas,msf,40,725,29000,11600,out,,,,,
sportsdirect,1,2021-10-11,s,texas,dallas,maf,40,725,29000,11600,out,,,,,
sportsdirect,1,2021-10-18,s,texas,dallas,wsf,65,725,47125,18850,out,,,,,
westgear,0,2020-04-14,w,colorado,denver,msf,60,725,43500,21750,in,,,,,
westgear,0,2020-04-26,w,colorado,denver,msf,70,725,50750,22838,in,,,,,
footlocker,2,2020-04-24,se,florida,miami,maf,45,725,32625,11419,in,,,,,
westgear,2,2020-04-24,se,florida,miami,wsf,35,725,25375,6344,in,,,,,
westgear,2,2020-04-24,se,florida,miami,ma,60,725,43500,15225,in,,,,,
sportsdirect,2,2020-09-26,se,florida,miami,waf,45,725,32625,9788,in,,,,,
sportsdirect,2,2020-09-27,se,florida,miami,ma,55,725,39875,13956,in,,,,,
sportsdirect,2,2020-10-01,se,florida,miami,wsf,50,725,36250,9063,in,,,,,
sportsdirect,1,2021-04-03,s,tennessee,knoxville,msf,15,725,10875,4350,out,,,,,
sportsdirect,1,2021-04-26,s,tennessee,knoxville,wa,55,725,39875,23925,out,,,,,
sportsdirect,1,2021-08-26,s,alabama,birmingham,maf,20,725,14500,6525,out,,,,,
footlocker,0,2021-06-10,w,hawaii,honolulu,msf,70,725,50750,12688,out,,,,,
footlocker,0,2021-08-10,w,hawaii,honolulu,maf,75,725,54375,10875,out,,,,,
westgear,2,2021-06-10,ne,newyork,albany,wa,70,725,50750,25375,in,,,,,
westgear,2,2021-08-09,ne,newyork,albany,wa,60,725,43500,21750,in,,,,,
sportsdirect,2,2021-04-16,mw,michigan,detroit,msf,35,725,25375,12688,in,,,,,
sportsdirect,2,2021-07-15,mw,michigan,detroit,wa,65,725,47125,25919,in,,,,,
westgear,2,2021-02-11,mw,missouri,st.louis,msf,25,725,18125,7250,in,,,,,
westgear,1,2021-05-05,w,idaho,boise,maf,30,725,21750,7613,on,,,,,
sportsdirect,1,2021-08-08,w,idaho,boise,wa,60,725,43500,23925,on,,,,,
footlocker,1,2021-12-04,w,idaho,boise,wa,65,725,47125,25919,on,,,,,
sportsdirect,0,2021-07-12,se,georgia,atlanta,msf,50,725,36250,14500,on,,,,,
footlocker,2,2021-01-09,se,georgia,atlanta,ma,50,725,36250,12688,on,,,,,
footlocker,2,2021-02-07,se,georgia,atlanta,maf,40,725,29000,10150,on,,,,,
footlocker,2,2021-03-05,se,southcarolina,charleston,wsf,25,725,18125,4531,on,,,,,
footlocker,2,2021-03-05,se,southcarolina,charleston,wa,35,725,25375,12688,on,,,,,
footlocker,2,2021-05-05,se,southcarolina,charleston,wsf,45,725,32625,8156,on,,,,,
footlocker,2,2021-09-05,se,southcarolina,charleston,wsf,40,725,29000,7250,on,,,,,
footlocker,2,2021-11-06,se,southcarolina,charleston,ma,70,725,50750,17763,on,,,,,
sportsdirect,2,2021-01-06,se,southcarolina,charleston,maf,35,725,25375,8881,on,,,,,
sportsdirect,2,2021-01-06,se,southcarolina,charleston,wsf,25,725,18125,7250,on,,,,,
sportsdirect,2,2021-01-06,se,southcarolina,charleston,wa,35,725,25375,12688,on,,,,,
sportsdirect,2,2021-07-02,se,northcarolina,charlotte,wsf,55,725,39875,15950,on,,,,,
sportsdirect,2,2021-08-03,se,northcarolina,charlotte,wsf,55,725,39875,15950,on,,,,,
sportsdirect,2,2021-09-02,se,northcarolina,charlotte,maf,50,725,36250,12688,on,,,,,
sportsdirect,2,2021-11-03,se,northcarolina,charlotte,wa,75,725,54375,27188,on,,,,,
amazon,2,2021-12-02,se,northcarolina,charlotte,wsf,60,725,43500,17400,on,,,,,
amazon,2,2021-04-10,mw,ohio,columbus,msf,30,725,21750,8700,on,,,,,
amazon,2,2021-07-09,mw,ohio,columbus,wa,70,725,50750,25375,on,,,,,
amazon,2,2021-10-11,mw,ohio,columbus,msf,40,725,29000,11600,on,,,,,
footlocker,2,2021-01-20,se,kentucky,louisville,msf,30,725,21750,8700,on,,,,,
walmart,2,2021-09-16,s,mississippi,jackson,msf,50,725,36250,14500,on,,,,,
footlocker,2,2021-03-16,s,mississippi,jackson,msf,25,720,18000,7200,on,,,,,
sportsdirect,1,2020-07-21,ne,newyork,newyork,wsf,35,700,24500,8575,out,,,,,
sportsdirect,1,2020-07-22,ne,newyork,newyork,waf,35,700,24500,11025,out,,,,,
sportsdirect,1,2020-07-24,s,texas,houston,wa,35,700,24500,12250,out,,,,,
sportsdirect,1,2020-07-30,s,texas,houston,wa,35,700,24500,12250,out,,,,,
sportsdirect,1,2020-08-02,s,texas,houston,wsf,35,700,24500,8575,out,,,,,
walmart,1,2020-08-15,s,texas,houston,waf,40,700,28000,12600,out,,,,,
walmart,1,2020-08-27,s,texas,houston,waf,40,700,28000,12600,out,,,,,
walmart,1,2020-08-28,s,texas,houston,ma,45,700,31500,9450,out,,,,,
walmart,1,2020-10-29,s,texas,houston,waf,50,700,35000,15750,out,,,,,
westgear,0,2020-11-12,w,california,sanfrancisco,wa,50,700,35000,5250,out,,,,,
westgear,0,2020-11-14,w,california,sanfrancisco,maf,60,700,42000,8400,out,,,,,
westgear,0,2020-11-15,w,california,sanfrancisco,wsf,60,700,42000,14700,out,,,,,
westgear,0,2020-12-24,w,california,sanfrancisco,wa,60,700,42000,6300,out,,,,,
westgear,0,2021-01-09,w,california,sanfrancisco,waf,60,700,42000,14700,out,,,,,
westgear,0,2021-02-01,w,california,sanfrancisco,wsf,55,700,38500,11550,out,,,,,
westgear,0,2021-02-04,w,california,sanfrancisco,wa,70,700,49000,4900,out,,,,,
westgear,0,2021-02-08,w,california,sanfrancisco,waf,55,700,38500,9625,out,,,,,
westgear,0,2021-02-15,w,california,sanfrancisco,ma,65,700,45500,20475,out,,,,,
kohls,3,2021-02-17,w,california,sanfrancisco,msf,35,700,24500,9800,out,,,,,
kohls,3,2021-02-18,w,california,sanfrancisco,maf,45,700,31500,7875,out,,,,,
kohls,3,2021-03-09,w,california,sanfrancisco,wsf,45,700,31500,12600,out,,,,,
kohls,3,2021-03-12,w,california,losangeles,wa,45,700,31500,6300,out,,,,,
kohls,3,2021-04-29,w,california,losangeles,ma,50,700,35000,19250,out,,,,,
kohls,3,2021-04-30,w,california,losangeles,wa,65,700,45500,9100,out,,,,,
kohls,3,2021-05-09,w,california,losangeles,wsf,50,700,35000,14000,out,,,,,
kohls,3,2021-05-12,w,california,losangeles,wa,65,700,45500,9100,out,,,,,
kohls,3,2021-05-24,w,california,losangeles,wa,65,700,45500,9100,out,,,,,
kohls,3,2021-05-27,w,california,losangeles,wsf,50,700,35000,14000,out,,,,,
kohls,3,2021-05-28,w,california,losangeles,waf,50,700,35000,12250,out,,,,,
sportsdirect,1,2021-08-29,s,texas,dallas,msf,20,700,14000,4900,out,,,,,
sportsdirect,1,2021-08-30,s,texas,dallas,maf,30,700,21000,7350,out,,,,,
westgear,0,2020-02-01,w,nevada,lasvegas,msf,60,700,42000,18900,out,,,,,
westgear,0,2020-02-13,w,nevada,lasvegas,msf,65,700,45500,18200,in,,,,,
westgear,0,2020-05-20,w,colorado,denver,msf,65,700,45500,18200,in,,,,,
westgear,0,2020-05-21,w,colorado,denver,maf,70,700,49000,12250,in,,,,,
footlocker,2,2020-08-09,w,washington,seattle,waf,40,700,28000,8400,in,,,,,
westgear,2,2020-04-24,se,florida,miami,waf,50,700,35000,10500,in,,,,,
sportsdirect,2,2020-10-02,se,florida,miami,waf,50,700,35000,10500,in,,,,,
sportsdirect,2,2020-10-03,se,florida,miami,ma,60,700,42000,14700,in,,,,,
sportsdirect,1,2021-03-10,mw,montana,billings,msf,20,700,14000,4900,out,,,,,
sportsdirect,1,2021-03-11,mw,montana,billings,maf,30,700,21000,7350,out,,,,,
sportsdirect,1,2021-05-17,s,tennessee,knoxville,wsf,60,700,42000,18900,out,,,,,
sportsdirect,1,2021-10-08,s,alabama,birmingham,wsf,65,700,45500,22750,out,,,,,
walmart,0,2021-12-09,w,hawaii,honolulu,msf,75,700,52500,13125,out,,,,,
walmart,0,2021-12-09,w,hawaii,honolulu,maf,85,700,59500,11900,out,,,,,
walmart,0,2021-06-17,se,florida,orlando,maf,70,700,49000,12250,in,,,,,
walmart,0,2021-06-17,se,florida,orlando,wsf,85,700,59500,17850,in,,,,,
walmart,0,2021-07-16,se,florida,orlando,wsf,95,700,66500,19950,in,,,,,
walmart,0,2021-08-17,se,florida,orlando,wsf,80,700,56000,16800,in,,,,,
walmart,0,2021-11-17,se,florida,orlando,maf,60,700,42000,10500,in,,,,,
westgear,2,2021-07-08,ne,newyork,albany,maf,60,700,42000,14700,in,,,,,
westgear,2,2021-08-09,ne,newyork,albany,maf,60,700,42000,14700,in,,,,,
kohls,2,2021-07-10,w,wyoming,cheyenne,wa,55,700,38500,9625,in,,,,,
footlocker,0,2021-07-23,se,virginia,richmond,maf,90,700,63000,22050,in,,,,,
footlocker,2,2021-08-18,mw,missouri,st.louis,msf,40,700,28000,11200,in,,,,,
westgear,2,2021-12-10,w,utah,saltlakecity,msf,40,700,28000,11200,in,,,,,
westgear,0,2021-07-23,w,oregon,portland,maf,90,700,63000,22050,in,,,,,
westgear,0,2021-06-17,s,louisiana,neworleans,maf,70,700,49000,19600,on,,,,,
westgear,0,2021-06-17,s,louisiana,neworleans,wsf,85,700,59500,23800,on,,,,,
westgear,0,2021-07-16,s,louisiana,neworleans,wsf,95,700,66500,26600,on,,,,,
westgear,0,2021-08-17,s,louisiana,neworleans,wsf,75,700,52500,21000,on,,,,,
westgear,0,2021-11-17,s,louisiana,neworleans,maf,45,700,31500,12600,on,,,,,
westgear,1,2021-05-05,w,idaho,boise,msf,20,700,14000,4900,on,,,,,
kohls,0,2021-06-26,w,newmexico,albuquerque,msf,55,700,38500,13475,on,,,,,
kohls,0,2021-08-26,w,newmexico,albuquerque,msf,60,700,42000,14700,on,,,,,
kohls,0,2021-12-25,w,newmexico,albuquerque,msf,60,700,42000,14700,on,,,,,
kohls,0,2021-12-25,w,newmexico,albuquerque,maf,65,700,45500,18200,on,,,,,
footlocker,2,2021-02-07,se,southcarolina,charleston,ma,50,700,35000,12250,on,,,,,
footlocker,2,2021-03-05,se,southcarolina,charleston,maf,35,700,24500,8575,on,,,,,
footlocker,2,2021-05-05,se,southcarolina,charleston,ma,55,700,38500,13475,on,,,,,
footlocker,2,2021-09-05,se,southcarolina,charleston,waf,40,700,28000,8400,on,,,,,
footlocker,2,2021-09-05,se,southcarolina,charleston,ma,50,700,35000,12250,on,,,,,
sportsdirect,2,2021-02-04,se,northcarolina,charlotte,wa,30,700,21000,10500,on,,,,,
sportsdirect,2,2021-05-02,se,northcarolina,charlotte,wa,55,700,38500,19250,on,,,,,
sportsdirect,2,2021-06-04,se,northcarolina,charlotte,maf,45,700,31500,11025,on,,,,,
sportsdirect,2,2021-07-02,se,northcarolina,charlotte,ma,65,700,45500,15925,on,,,,,
sportsdirect,2,2021-09-02,se,northcarolina,charlotte,wa,45,700,31500,15750,on,,,,,
