number,country,points,price,province,region_1,region_2,title,variety,winery,LightBold,SmoothTannin,DrySweet,SoftAcidic
1621,Italy,95,50.0,Piedmont,Barolo,,Elvio+Cogno++Cascina+Nuova++Barolo,Nebbiolo,Elvio Cogno,50,50,50,50
1622,Australia,95,105.0,South Australia,Barossa Valley,,Kilikanoon++R+Reserve+Shiraz+Barossa+Valley,Shiraz,Kilikanoon,50,50,50,50
1623,US,95,90.0,Washington,Horse Heaven Hills,Columbia Valley,Quilceda+Creek++Palengat+Red+Red+Horse+Heaven+Hills,Bordeaux-style Red Blend,Quilceda Creek,50,50,50,50
1624,US,95,38.0,Washington,Red Mountain,Columbia Valley,Seven+Hills++Ciel+du+Cheval+Vineyard+Red+Wine+Red+Red+Mountain,Bordeaux-style Red Blend,Seven Hills,50,50,50,50
1625,US,95,60.0,California,Russian River Valley,Sonoma,Rochioli++Sweetwater+Vineyard+Chardonnay+Russian+River+Valley,Chardonnay,Rochioli,50,50,50,50
1626,France,95,115.0,Bordeaux,Pessac-Léognan,,Domaine+de+Chevalier+++Pessac-Léognan,Bordeaux-style White Blend,Domaine de Chevalier,50,50,50,50
1627,US,95,44.0,California,Chalk Hill,Sonoma,Chalk+Hill++Botrytised+Sémillon+Chalk+Hill,Sémillon,Chalk Hill,50,50,50,50
1628,US,95,50.0,Washington,Walla Walla Valley (WA),Columbia Valley,Tamarack+Cellars++Seven+Hills+Vineyard+Reserve+Red+Red+Walla+Walla+Valley+WA,Red Blend,Tamarack Cellars,50,50,50,50
1629,France,95,398.0,Burgundy,Chevalier-Montrachet,,Domaine+Vincent+Girardin+++Chevalier-Montrachet,Chardonnay,Domaine Vincent Girardin,50,50,50,50
1630,Italy,95,70.0,Central Italy,Sagrantino di Montefalco,,Milziade+Antano++Colleallodole++Sagrantino+di+Montefalco,Sagrantino,Milziade Antano,50,50,50,50
1631,US,95,75.0,California,Sonoma Coast,Sonoma,Williams+Selyem++Hirsch+Vineyard+Pinot+Noir+Sonoma+Coast,Pinot Noir,Williams Selyem,50,50,50,50
1632,US,95,65.0,California,Sonoma Coast,Sonoma,Flowers++Sea+View+Ridge+Estate+Vineyard+Pinot+Noir+Sonoma+Coast,Pinot Noir,Flowers,50,50,50,50
1633,Australia,95,100.0,South Australia,Barossa,,John+Duval+Wines++Eligo+Shiraz+Barossa,Shiraz,John Duval Wines,50,50,50,50
1634,France,95,50.0,Bordeaux,Pauillac,,Château+Pichon+Longueville+++Pauillac,Bordeaux-style Red Blend,Château Pichon Longueville,50,50,50,50
1635,Germany,95,237.0,Nahe,,,Prinz+Salm++Berg+Roxheim+Erste+Lage+Trockenbeerenauslese+Riesling+Nahe,Riesling,Prinz Salm,50,50,50,50
1636,France,95,70.0,Burgundy,Chablis,,Domaine+Jean-Paul+et+Benoît+Droin++Les+Clos+Grand+Cru++Chablis,Chardonnay,Domaine Jean-Paul et Benoît Droin,50,50,50,50
1637,Australia,95,125.0,South Australia,Barossa Valley,,Torbreck++The+Factor+Shiraz+Barossa+Valley,Shiraz,Torbreck,50,50,50,50
1638,Portugal,95,78.0,Douro,,,Prats+&+Symington+LDA++Chryseia+Red+Douro,Portuguese Red,Prats & Symington LDA,50,50,50,50
1639,France,95,34.0,Alsace,Alsace,,Trimbach++Réserve+Riesling+Alsace,Riesling,Trimbach,50,50,50,50
1640,France,95,57.0,Alsace,Alsace,,Domaine+Ostertag++Fronholz+Pinot+Gris+Alsace,Pinot Gris,Domaine Ostertag,50,50,50,50
1641,France,95,120.0,Alsace,Alsace,,Domaine+Zind-Humbrecht++Clos+Jebsal+Pinot+Gris+Alsace,Pinot Gris,Domaine Zind-Humbrecht,50,50,50,50
1642,Portugal,95,87.0,Douro,,,Quinta+do+Noval++Red+Douro,Portuguese Red,Quinta do Noval,50,50,50,50
1643,France,95,70.0,Alsace,Alsace,,Domaine+Bernhard+&+Reibel++Vendanges+Tardives+Riesling+Alsace,Riesling,Domaine Bernhard & Reibel,50,50,50,50
1644,US,95,75.0,California,Diamond Mountain District,Napa,Girard++Cabernet+Sauvignon+Diamond+Mountain+District,Cabernet Sauvignon,Girard,50,50,50,50
1645,US,95,105.0,California,Napa Valley,Napa,Beaulieu+Vineyard++Georges+de+Latour+Private+Reserve+Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Beaulieu Vineyard,50,50,50,50
1646,Germany,95,130.0,Mosel-Saar-Ruwer,,,Joh.+Jos.+Prüm++Bernkasteler+Badstube+Beerenauslese+Goldkap+Riesling+Mosel-Saar-Ruwer,Riesling,Joh. Jos. Prüm,50,50,50,50
1647,US,95,75.0,California,Howell Mountain,Napa,Duckhorn++Red+Wine+Red+Howell+Mountain,Bordeaux-style Red Blend,Duckhorn,50,50,50,50
1648,Spain,95,65.0,Northern Spain,Rioja,,Viñedos+de+Paganos++El+Puntido++Rioja,Tempranillo Blend,Viñedos de Paganos,50,50,50,50
1649,France,95,330.0,Burgundy,Charmes-Chambertin,,Chanson+Père+et+Fils+++Charmes-Chambertin,Pinot Noir,Chanson Père et Fils,50,50,50,50
1650,France,95,602.0,Burgundy,Chambertin,,Domaine+Jacques+Prieur+++Chambertin,Pinot Noir,Domaine Jacques Prieur,50,50,50,50
1651,Italy,95,75.0,Southern Italy,Taurasi,,Mastroberardino++Radici+Riserva++Taurasi,Aglianico,Mastroberardino,50,50,50,50
1652,Portugal,95,72.0,Dão,,,Alvaro+Castro++Pape+Red+Dão,Portuguese Red,Alvaro Castro,50,50,50,50
1653,US,95,81.0,Oregon,Dundee Hills,Willamette Valley,Bergström++Bergström+Vineyard+Pinot+Noir+Dundee+Hills,Pinot Noir,Bergström,50,50,50,50
1654,France,95,65.0,Champagne,Champagne,,Duménil++Premier+Cru+Special+Club++Champagne,Champagne Blend,Duménil,50,50,50,50
1655,France,95,36.0,Alsace,Alsace,,Domaines+Schlumberger++Kitterlé+Grand+Cru+Riesling+Alsace,Riesling,Domaines Schlumberger,50,50,50,50
1656,France,95,32.0,Alsace,Alsace,,Domaines+Schlumberger++Kessler+Grand+Cru+Riesling+Alsace,Riesling,Domaines Schlumberger,50,50,50,50
1657,France,95,93.0,Burgundy,Beaune,,Louis+Jadot++Clos+des+Ursules+Premier+Cru++Beaune,Pinot Noir,Louis Jadot,50,50,50,50
1658,US,95,48.0,California,Sta. Rita Hills,Central Coast,Foxen++John+Sebastiano+Vineyard+Pinot+Noir+Sta.+Rita+Hills,Pinot Noir,Foxen,50,50,50,50
1659,Italy,95,50.0,Northeastern Italy,Vigneti delle Dolomiti,,Foradori++Morei+Teroldego+Vigneti+delle+Dolomiti,Teroldego,Foradori,50,50,50,50
1660,France,95,208.0,Burgundy,Gevrey-Chambertin,,Louis+Jadot++Clos+Saint-Jacques+Premier+Cru++Gevrey-Chambertin,Pinot Noir,Louis Jadot,50,50,50,50
1661,US,95,85.0,California,Paso Robles,Central Coast,Clos+Solène++Harmonie+Red+Paso+Robles,Rhône-style Red Blend,Clos Solène,50,50,50,50
1662,France,95,,Bordeaux,Pessac-Léognan,,Château+Laville+Haut-Brion+++Pessac-Léognan,Bordeaux-style White Blend,Château Laville Haut-Brion,50,50,50,50
1663,France,95,,Bordeaux,Margaux,,Château+Palmer+++Margaux,Bordeaux-style Red Blend,Château Palmer,50,50,50,50
1664,US,95,65.0,Washington,Columbia Valley (WA),Columbia Valley,Januik++Reserve+Red+Red+Columbia+Valley+WA,Bordeaux-style Red Blend,Januik,50,50,50,50
1665,US,95,125.0,California,Napa Valley,Napa,D.R.+Stephens++Moose+Valley+Vineyard+Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,D.R. Stephens,50,50,50,50
1666,France,95,60.0,Alsace,Alsace,,Gustave+Lorentz++Altenberg+de+Bergheim+Grand+Cru+Gewurztraminer+Alsace,Gewürztraminer,Gustave Lorentz,50,50,50,50
1667,US,95,90.0,Oregon,Chehalem Mountains,Willamette Valley,Adelsheim++Nicholas+Vineyard+Pinot+Noir+Chehalem+Mountains,Pinot Noir,Adelsheim,50,50,50,50
1668,France,95,70.0,Champagne,Champagne,,Louis+Roederer++Millésime+Brut++Champagne,Champagne Blend,Louis Roederer,50,50,50,50
1669,US,95,125.0,California,Oakville,Napa,Maybach++Weitz+Vineyard+Materium+Cabernet+Sauvignon+Oakville,Cabernet Sauvignon,Maybach,50,50,50,50
1670,US,95,90.0,California,Napa Valley,Napa,Merryvale++Cabernet+Franc+Napa+Valley,Cabernet Franc,Merryvale,50,50,50,50
1671,US,95,75.0,California,Napa Valley,Napa,Moone-Tsai++Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Moone-Tsai,50,50,50,50
1672,US,95,60.0,Washington,Walla Walla Valley (WA),Columbia Valley,L'Ecole+No.+++Seven+Hills+Vineyard+Cabernet+Sauvignon+Walla+Walla+Valley+WA,Cabernet Sauvignon,L'Ecole No. 41,50,50,50,50
1673,US,95,70.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cayuse++Camaspelo+Cabernet+Sauvignon-Merlot+Walla+Walla+Valley+WA,Cabernet Sauvignon-Merlot,Cayuse,50,50,50,50
1674,France,95,,Bordeaux,Barsac,,Château+Doisy-Védrines+++Barsac,Bordeaux-style White Blend,Château Doisy-Védrines,50,50,50,50
1675,US,95,48.0,California,Fort Ross-Seaview,Sonoma,Benovia++Three+Sisters+Chardonnay+Fort+Ross-Seaview,Chardonnay,Benovia,50,50,50,50
1676,US,95,85.0,California,Sonoma Coast,Sonoma,MacPhail++Mardikian+Estate+Pinot+Noir+Sonoma+Coast,Pinot Noir,MacPhail,50,50,50,50
1677,US,95,56.0,California,Paso Robles,Central Coast,Vina+Robles++Suendero+Red+Paso+Robles,Bordeaux-style Red Blend,Vina Robles,50,50,50,50
1678,Portugal,95,300.0,Port,,,Taylor+Fladgate++Single+Harvest++Port,Port,Taylor Fladgate,50,50,50,50
1679,France,95,50.0,Southwest France,Madiran,,Alain+Brumont++Château+Bouscassé+Vieilles+Vignes+Tannat+Madiran,Tannat,Alain Brumont,50,50,50,50
1680,US,95,75.0,California,Rutherford,Napa,Inglenook++Cabernet+Sauvignon+Rutherford,Cabernet Sauvignon,Inglenook,50,50,50,50
1681,US,95,85.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cayuse++Flying+Pig+Red+Walla+Walla+Valley+WA,Bordeaux-style Red Blend,Cayuse,50,50,50,50
1682,US,95,82.0,California,Anderson Valley,,Goldeneye++The+Narrows+Vineyard+Pinot+Noir+Anderson+Valley,Pinot Noir,Goldeneye,50,50,50,50
1683,France,95,,Bordeaux,Sauternes,,Château+Guiraud+++Sauternes,Bordeaux-style White Blend,Château Guiraud,50,50,50,50
1684,US,95,125.0,California,Napa Valley,Napa,Janzen++Cloudy's+Vineyard+Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Janzen,50,50,50,50
1685,US,95,44.0,California,Santa Maria Valley,Central Coast,Piro++Presqu'ile+Vineyard+Pinot+Noir+Santa+Maria+Valley,Pinot Noir,Piro,50,50,50,50
1686,US,95,44.0,California,Sta. Rita Hills,Central Coast,Walt++Rita's+Crown+Pinot+Noir+Sta.+Rita+Hills,Pinot Noir,Walt,50,50,50,50
1687,Italy,95,80.0,Tuscany,Brunello di Montalcino,,Le+Gode+++Brunello+di+Montalcino,Sangiovese,Le Gode,50,50,50,50
1688,US,95,65.0,California,Russian River Valley,Sonoma,Metzker+Family+Estates++Laurent+Ritchie+Vineyard+Chardonnay+Russian+River+Valley,Chardonnay,Metzker Family Estates,50,50,50,50
1689,France,95,80.0,Alsace,Alsace,,Domaine+Zind-Humbrecht++Clos+Windsbuhl+Gewurztraminer+Alsace,Gewürztraminer,Domaine Zind-Humbrecht,50,50,50,50
1690,France,95,307.0,Burgundy,Clos de Vougeot,,Domaine+Méo-Camuzet+++Clos+de+Vougeot,Pinot Noir,Domaine Méo-Camuzet,50,50,50,50
1691,US,95,60.0,California,Santa Maria Valley,Central Coast,Scar+of+the+Sea++Block+Q+Old+Vine+Bien+Nacido+Vineyard+Pinot+Noir+Santa+Maria+Valley,Pinot Noir,Scar of the Sea,50,50,50,50
1692,France,95,168.0,Burgundy,Gevrey-Chambertin,,Joseph+Drouhin++Lavaux+Saint-Jacques+Premier+Cru++Gevrey-Chambertin,Pinot Noir,Joseph Drouhin,50,50,50,50
1693,US,95,80.0,California,Fort Ross-Seaview,Sonoma,Wayfarer++Wayfarer+Vineyard+Chardonnay+Fort+Ross-Seaview,Chardonnay,Wayfarer,50,50,50,50
1694,France,95,200.0,Burgundy,Charmes-Chambertin,,Alex+Gambal+++Charmes-Chambertin,Pinot Noir,Alex Gambal,50,50,50,50
1695,Italy,95,135.0,Piedmont,Barolo,,Mirafiore++Riserva++Barolo,Nebbiolo,Mirafiore,50,50,50,50
1696,France,95,40.0,Loire Valley,Vouvray,,Domaine+Vincent+Carême++Le+Clos++Vouvray,Chenin Blanc,Domaine Vincent Carême,50,50,50,50
1697,US,95,50.0,California,El Dorado,Sierra Foothills,Miraflores+NV+Muscat+Canelli+El+Dorado,Muscat Canelli,Miraflores,50,50,50,50
1698,France,95,,Bordeaux,Sauternes,,Château+de+Malle+++Sauternes,Bordeaux-style White Blend,Château de Malle,50,50,50,50
1699,Chile,95,70.0,Central Valley,,,Valdivieso+NV+Caballo+Loco+Number+Sixteen+Red+Central+Valley,Red Blend,Valdivieso,50,50,50,50
1700,US,95,48.0,California,Santa Maria Valley,Central Coast,Zaca+Mesa++Bien+Nacido+Vineyard+Pinot+Noir+Santa+Maria+Valley,Pinot Noir,Zaca Mesa,50,50,50,50
1701,France,95,135.0,Burgundy,Gevrey-Chambertin,,Louis+Jadot++Lavaux+Saint-Jacques+Premier+Cru++Gevrey-Chambertin,Pinot Noir,Louis Jadot,50,50,50,50
1702,France,95,165.0,Burgundy,Corton-Charlemagne,,Louis+Latour+++Corton-Charlemagne,Chardonnay,Louis Latour,50,50,50,50
1703,Italy,95,59.0,Piedmont,Barbaresco,,Rizzi++Nervo++Barbaresco,Nebbiolo,Rizzi,50,50,50,50
1704,France,95,195.0,Burgundy,Vosne-Romanée,,Albert+Bichot++Domaine+du+Clos+Frantin+Les+Malconsorts+Premier+Cru++Vosne-Romanée,Pinot Noir,Albert Bichot,50,50,50,50
1705,France,95,45.0,Burgundy,Beaune,,Albert+Morot++Les+Cent+Vignes+Premier+Cru++Beaune,Pinot Noir,Albert Morot,50,50,50,50
1706,US,95,52.0,California,Sta. Rita Hills,Central Coast,Foxen++John+Sebastiano+Vineyard+Pinot+Noir+Sta.+Rita+Hills,Pinot Noir,Foxen,50,50,50,50
1707,France,95,,Burgundy,Grands-Echezeaux,,Henri+de+Villamont+++Grands-Echezeaux,Pinot Noir,Henri de Villamont,50,50,50,50
1708,US,95,60.0,California,Arroyo Grande Valley,Central Coast,Laetitia++Single+Vineyard+La+Coupelle+Pinot+Noir+Arroyo+Grande+Valley,Pinot Noir,Laetitia,50,50,50,50
1709,Portugal,95,110.0,Port,,,Quinta+do+Noval++Vintage++Port,Port,Quinta do Noval,50,50,50,50
1710,Italy,95,40.0,Tuscany,Bolgheri Superiore,,Aia+Vecchia++Sorugo++Bolgheri+Superiore,Red Blend,Aia Vecchia,50,50,50,50
1711,US,95,55.0,California,Napa Valley,Napa,Stag's+Leap+Wine+Cellars++Artemis+Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Stag's Leap Wine Cellars,50,50,50,50
1712,France,95,116.0,Bordeaux,Margaux,,Château+Rauzan-Ségla+++Margaux,Bordeaux-style Red Blend,Château Rauzan-Ségla,50,50,50,50
1713,Austria,95,29.0,Kamptal,,,Eichinger++Gaisberg+Reserve+Riesling+Kamptal,Riesling,Eichinger,50,50,50,50
1714,Italy,95,242.0,Tuscany,Toscana,,Castello+dei+Rampolla++d'Alceo+Red+Toscana,Red Blend,Castello dei Rampolla,50,50,50,50
1715,Italy,95,460.0,Tuscany,Toscana,,Tenuta+dell'Ornellaia++Masseto+Merlot+Toscana,Merlot,Tenuta dell'Ornellaia,50,50,50,50
1716,US,95,70.0,California,Russian River Valley,Sonoma,Paul+Hobbs++Ulises+Valdez+Vineyard+Chardonnay+Russian+River+Valley,Chardonnay,Paul Hobbs,50,50,50,50
1717,Italy,95,,Tuscany,Toscana,,Poggio+Antico++Madre+Red+Toscana,Red Blend,Poggio Antico,50,50,50,50
1718,US,95,65.0,California,Santa Barbara County,Central Coast,Aether+Wine+Company++Matrix+Pinot+Noir+Santa+Barbara+County,Pinot Noir,Aether Wine Company,50,50,50,50
1719,US,95,90.0,Oregon,Walla Walla Valley (OR),Oregon Other,Cayuse++Bionic+Frog+Syrah+Walla+Walla+Valley+OR,Syrah,Cayuse,50,50,50,50
1720,US,95,75.0,Oregon,Walla Walla Valley (OR),Oregon Other,Cayuse++Cailloux+Vineyard+Syrah+Walla+Walla+Valley+OR,Syrah,Cayuse,50,50,50,50
1721,France,95,40.0,Bordeaux,Saint-Julien,,Château+Branaire-Ducru+++Saint-Julien,Bordeaux-style Red Blend,Château Branaire-Ducru,50,50,50,50
1722,Italy,95,130.0,Tuscany,Toscana,,Le+Macchiole++Paleo+Cabernet+Franc+Toscana,Cabernet Franc,Le Macchiole,50,50,50,50
1723,France,95,295.0,Bordeaux,Saint-Émilion,,Le+Dôme+++Saint-Émilion,Bordeaux-style Red Blend,Le Dôme,50,50,50,50
1724,France,95,120.0,Bordeaux,Saint-Émilion,,Clos+Fourtet+++Saint-Émilion,Bordeaux-style Red Blend,Clos Fourtet,50,50,50,50
1725,Italy,95,80.0,Tuscany,Toscana,,Tua+Rita++Giusto+di+Notri+Red+Toscana,Red Blend,Tua Rita,50,50,50,50
1726,US,95,50.0,Washington,Columbia Valley (WA),Columbia Valley,Sequel++Syrah+Columbia+Valley+WA,Syrah,Sequel,50,50,50,50
1727,US,95,59.0,California,Napa Valley,Napa,Rutherford+Hill++Reserve+Merlot+Napa+Valley,Merlot,Rutherford Hill,50,50,50,50
1728,US,95,75.0,California,Sonoma Coast,Sonoma,Williams+Selyem++Hirsch+Vineyard+Pinot+Noir+Sonoma+Coast,Pinot Noir,Williams Selyem,50,50,50,50
1729,US,95,100.0,California,Russian River Valley,Sonoma,Williams+Selyem++Estate+Vineyard+Pinot+Noir+Russian+River+Valley,Pinot Noir,Williams Selyem,50,50,50,50
1730,US,95,56.0,California,Russian River Valley,Sonoma,Williams+Selyem++Flax+Vineyard+Pinot+Noir+Russian+River+Valley,Pinot Noir,Williams Selyem,50,50,50,50
1731,US,95,75.0,California,Sonoma Valley,Sonoma,Hanzell++Chardonnay+Sonoma+Valley,Chardonnay,Hanzell,50,50,50,50
1732,US,95,60.0,Washington,Red Mountain,Columbia Valley,Doyenne++Grand+Ciel+Vineyard+Syrah+Red+Mountain,Syrah,Doyenne,50,50,50,50
1733,France,95,110.0,Bordeaux,Saint-Émilion,,Château+Canon+la+Gaffelière+++Saint-Émilion,Bordeaux-style Red Blend,Château Canon la Gaffelière,50,50,50,50
1734,France,95,163.0,Bordeaux,Saint-Émilion,,Château+Canon+++Saint-Émilion,Bordeaux-style Red Blend,Château Canon,50,50,50,50
1735,US,95,240.0,Washington,Columbia Valley (WA),Columbia Valley,Silverback++Reserve+Syrah+Columbia+Valley+WA,Syrah,Silverback,50,50,50,50
1736,US,95,80.0,California,Santa Cruz Mountains,Central Coast,Thomas+Fogarty++Rapley+Trail+Vineyard+Henry+Ayrton's+Block+Estate+Grown+Pinot+Noir+Santa+Cruz+Mountains,Pinot Noir,Thomas Fogarty,50,50,50,50
1737,Spain,95,89.0,Northern Spain,Rioja,,Marqués+de+Murrieta++Castillo+Ygay+Gran+Reserva+Especial++Rioja,Tempranillo,Marqués de Murrieta,50,50,50,50
1738,US,95,72.0,California,Russian River Valley,Sonoma,Dutton-Goldfield++Dutton+Ranch+Freestone+Hill+Vineyard+Pinot+Noir+Russian+River+Valley,Pinot Noir,Dutton-Goldfield,50,50,50,50
1739,Austria,95,68.0,Wachau,,,Franz+Hirtzberger++Hochrain+Smaragd+Riesling+Wachau,Riesling,Franz Hirtzberger,50,50,50,50
1740,US,95,260.0,California,Napa Valley,Napa,Jarvis++Reserve+Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Jarvis,50,50,50,50
1741,US,95,85.0,California,Howell Mountain,Napa,La+Jota+Vineyard++Merlot+Howell+Mountain,Merlot,La Jota Vineyard,50,50,50,50
1742,US,95,70.0,California,Russian River Valley,Sonoma,Lynmar++Monastery+Pinot+Noir+Russian+River+Valley,Pinot Noir,Lynmar,50,50,50,50
1743,Portugal,95,145.0,Douro,,,Quinta+do+Crasto++Vinha+Maria+Teresa+Red+Douro,Portuguese Red,Quinta do Crasto,50,50,50,50
1744,US,95,54.0,California,Russian River Valley,Sonoma,Merry+Edwards++Georganne+Pinot+Noir+Russian+River+Valley,Pinot Noir,Merry Edwards,50,50,50,50
1745,Chile,95,90.0,Colchagua Valley,,,Lapostolle++Clos+Apalta+Red+Colchagua+Valley,Red Blend,Lapostolle,50,50,50,50
1746,France,95,412.0,Bordeaux,Pauillac,,Château+Latour++Les+Forts+de+Latour++Pauillac,Bordeaux-style Red Blend,Château Latour,50,50,50,50
1747,France,95,375.0,Bordeaux,Pomerol,,Château+Hosanna+++Pomerol,Bordeaux-style Red Blend,Château Hosanna,50,50,50,50
1748,France,95,69.0,Bordeaux,Margaux,,Château+Giscours+++Margaux,Bordeaux-style Red Blend,Château Giscours,50,50,50,50
1749,France,95,350.0,Bordeaux,Saint-Émilion,,Château+Pavie+++Saint-Émilion,Bordeaux-style Red Blend,Château Pavie,50,50,50,50
1750,US,95,42.0,Washington,Columbia Valley (WA),Columbia Valley,Nefarious++Rocky+Mother+Vineyard+Syrah+Columbia+Valley+WA,Syrah,Nefarious,50,50,50,50
1751,Italy,95,175.0,Tuscany,Toscana,,Monteverro++Red+Toscana,Red Blend,Monteverro,50,50,50,50
1752,France,95,112.0,Southwest France,Cahors,,Jean-Luc+Baldès++Clos+Triguedina+The+New+Black+Wine+Malbec+Cahors,Malbec,Jean-Luc Baldès,50,50,50,50
1753,Portugal,95,120.0,Douro,,,Conceito+Vinhos++Unico+Red+Douro,Portuguese Red,Conceito Vinhos,50,50,50,50
1754,France,95,,Bordeaux,Sauternes,,Château+Lamothe+Guignard+++Sauternes,Bordeaux-style White Blend,Château Lamothe Guignard,50,50,50,50
1755,France,95,45.0,Southwest France,Cahors,,Château+Haut-Monplaisir++Pur+Plaisir+Malbec+Cahors,Malbec,Château Haut-Monplaisir,50,50,50,50
1756,France,95,125.0,Southwest France,Cahors,,Château+du+Cèdre++GC+Malbec+Cahors,Malbec,Château du Cèdre,50,50,50,50
1757,US,95,125.0,California,Edna Valley,Central Coast,Wedell+Cellars++Hillside+Vineyard+Pinot+Noir+Edna+Valley,Pinot Noir,Wedell Cellars,50,50,50,50
1758,Austria,95,39.0,Kamptal,,,Eichinger++Heiligenstein+Reserve+Riesling+Kamptal,Riesling,Eichinger,50,50,50,50
1759,Italy,95,,Tuscany,Brunello di Montalcino,,Cerbaiona+++Brunello+di+Montalcino,Sangiovese,Cerbaiona,50,50,50,50
1760,Austria,95,55.0,Kamptal,,,Bründlmayer++Steinmassel+Reserve+Riesling+Kamptal,Riesling,Bründlmayer,50,50,50,50
1761,Austria,95,70.0,Kamptal,,,Bründlmayer++Heiligenstein+Lyra+Reserve+Riesling+Kamptal,Riesling,Bründlmayer,50,50,50,50
1762,US,95,58.0,California,Russian River Valley,Sonoma,Williams+Selyem++Allen+Vineyard+Chardonnay+Russian+River+Valley,Chardonnay,Williams Selyem,50,50,50,50
1763,Austria,95,55.0,Wagram,,,Anton+Bauer++Reserve+Limited+Edition+Pinot+Noir+Wagram,Pinot Noir,Anton Bauer,50,50,50,50
1764,France,95,124.0,Rhône Valley,Condrieu,,Paul+Jaboulet+Aîné++Domaine+des+Grands+Amandiers++Condrieu,Viognier,Paul Jaboulet Aîné,50,50,50,50
1765,US,95,42.0,California,Ballard Canyon,Central Coast,Stolpman++Originals+Syrah+Ballard+Canyon,Syrah,Stolpman,50,50,50,50
1766,Austria,95,51.0,Kremstal,,,Salomon-Undhof++Steiner+Kögl+Reserve+Riesling+Kremstal,Riesling,Salomon-Undhof,50,50,50,50
1767,US,95,34.0,California,Santa Maria Valley,Central Coast,Ryan+Cochrane++Solomon+Hills+Vineyard+Chardonnay+Santa+Maria+Valley,Chardonnay,Ryan Cochrane,50,50,50,50
1768,Austria,95,38.0,Kamptal,,,Eichinger++Lamm+Reserve+Grüner+Veltliner+Kamptal,Grüner Veltliner,Eichinger,50,50,50,50
1769,Italy,95,,Piedmont,Barolo,,Azelia++San+Rocco++Barolo,Nebbiolo,Azelia,50,50,50,50
1770,Austria,95,,Wachau,,,F+X+Pichler++Loibner+Oberhauser+Smaragd+Riesling+Wachau,Riesling,F X Pichler,50,50,50,50
1771,US,95,82.0,California,Santa Cruz Mountains,Central Coast,Clos+de+la+Tech++Domaine+Lois+Louise+Cote+Sud+Pinot+Noir+Santa+Cruz+Mountains,Pinot Noir,Clos de la Tech,50,50,50,50
1772,US,95,85.0,California,Howell Mountain,Napa,Piña++Buckeye+Vineyard+Cabernet+Sauvignon+Howell+Mountain,Cabernet Sauvignon,Piña,50,50,50,50
1773,US,95,100.0,California,Rutherford,Napa,Flora+Springs++Hillside+Reserve+Cabernet+Sauvignon+Rutherford,Cabernet Sauvignon,Flora Springs,50,50,50,50
1774,US,95,99.0,Oregon,Ribbon Ridge,Willamette Valley,Chehalem++Statement+Pinot+Noir+Ribbon+Ridge,Pinot Noir,Chehalem,50,50,50,50
1775,US,95,70.0,California,Rutherford,Napa,Freemark+Abbey++Bosché+Cabernet+Sauvignon+Rutherford,Cabernet Sauvignon,Freemark Abbey,50,50,50,50
1776,US,95,40.0,California,Sonoma Coast,Sonoma,Failla++Pearlessence+Pinot+Noir+Sonoma+Coast,Pinot Noir,Failla,50,50,50,50
1777,Italy,95,75.0,Piedmont,Barolo,,Germano+Ettore++Cerretta++Barolo,Nebbiolo,Germano Ettore,50,50,50,50
1778,Portugal,95,55.0,Port,,,Croft++Quinta+da+Roeda++Port,Port,Croft,50,50,50,50
1779,France,95,120.0,Loire Valley,Saumur,,Château+de+Parnay++Clos+d'Entre+les+Murs++Saumur,Chenin Blanc,Château de Parnay,50,50,50,50
1780,US,95,42.0,California,Sonoma Coast,Sonoma,Anaba++Dutton+Ranch+Chardonnay+Sonoma+Coast,Chardonnay,Anaba,50,50,50,50
1781,US,95,35.0,Oregon,Willamette Valley,Willamette Valley,Shea++Shea+Vineyard+Chardonnay+Willamette+Valley,Chardonnay,Shea,50,50,50,50
1782,Argentina,95,90.0,Other,Salta,,Colomé++Reserva+Malbec+Salta,Malbec,Colomé,50,50,50,50
1783,US,95,52.0,California,Sonoma Coast,Sonoma,Fulcrum++Gap's+Crown+Vineyard+Pinot+Noir+Sonoma+Coast,Pinot Noir,Fulcrum,50,50,50,50
1784,US,95,100.0,California,Livermore Valley,Central Coast,Steven+Kent++Ghielmetti+Vineyard+Clone++Cabernet+Sauvignon+Livermore+Valley,Cabernet Sauvignon,Steven Kent,50,50,50,50
1785,US,95,30.0,California,Santa Ynez Valley,Central Coast,Au+Bon+Climat++Santa+Barbara+Historic+Vineyards+Collection+Sanford+&+Benedict+Vineyard+Chardonnay+Santa+Ynez+Valley,Chardonnay,Au Bon Climat,50,50,50,50
1786,US,95,30.0,California,Santa Maria Valley,Central Coast,Au+Bon+Climat++Santa+Barbara+Historic+Vineyards+Collection+Bien+Nacido+Vineyard+Chardonnay+Santa+Maria+Valley,Chardonnay,Au Bon Climat,50,50,50,50
1787,US,95,55.0,California,Central Coast,Central Coast,Testarossa++Diana's+Chardonnay+Central+Coast,Chardonnay,Testarossa,50,50,50,50
